Technique,Ordered Name,Coefficient
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.4068052354586951, 0.23051906604314593, 0.11253872971417539, 0.03941434491264713)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.4334846950559597, 0.23252878514200342, 0.1458200347837678, 0.04714321707367474)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor7.spc Montmorillonite CM26', 'rhodoch1.spc Rhodochrosite HS338.3B', 'jarosit2.spc Jarosite GDS98 K-Sy 90C')","(0.19338793589767683, 0.1184750372439859, 0.06553068994282774, 0.06292948678480749)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'gypsum2.spc Gypsum SU2202', 'mizzoni4.spc Mizzonite HS351.3BS', 'brucite.spc Brucite HS247.3B')","(0.230839966598484, 0.07665993680454194, 0.06293468159467007, 0.060009657464769835)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'beryl2.spc Beryl HS180.3B', 'gibbsit1.spc Gibbsite HS423.3B', 'strontia.spc Strontianite HS272.3B')","(0.148788574085046, 0.13821727963636612, 0.05953896989605742, 0.02587179187525972)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'beryl2.spc Beryl HS180.3B', 'muscovi3.spc Muscovite GDS111 Guatemal', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.18360884090201407, 0.07629492000567753, 0.058397278418435526, 0.03556547520969271)"
Mixed_Integer_Non-linear_Program,"('montmor7.spc Montmorillonite CM26', 'analcime.spc Analcime GDS1', 'beryl2.spc Beryl HS180.3B', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.1293657035385684, 0.11818588801735816, 0.11603429890876449, 0.04434032673231439)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.2628757394929593, 0.21258637399341607, 0.11620995947275851, 0.052830547445248364)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.32297624104534584, 0.2510887415654826, 0.08956572504222357, 0.038791786843231466)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.28512475866608417, 0.24528000186626062, 0.10290293707121423, 0.058326062710187664)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'bassanit.spc Bassanite GDS145 (syn)', 'dolomit1.spc Dolomite HS102.3B', 'lepidol5.spc Lepidolite NMNH105541')","(0.18136327150571263, 0.1087842025765836, 0.05068270484844593, 0.03553469579108083)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.6007811901996384, 0.24159183196359088, 0.1112927432415318, 0.03565409276450615)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.3916234046119605, 0.2567586213530675, 0.13043636012483556, 0.02578354256849623)"
Mixed_Integer_Non-linear_Program,"('bassanit.spc Bassanite GDS145 (syn)', 'beryl2.spc Beryl HS180.3B', 'muscovi9.spc Muscovite GDS119 Mt Alamo', 'strontia.spc Strontianite HS272.3B')","(0.17400478592812446, 0.1550584302349103, 0.06253932316088981, 0.024128406484008123)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.27185240932325244, 0.19810851761202486, 0.10570105301889754, 0.04611260972949628)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor5.spc Montmorillonite CM27', 'hyperst2.spc Hypersthene PYX02.h >250u', 'strontia.spc Strontianite HS272.3B')","(0.1922934290538709, 0.11751647631810119, 0.05052453655733713, 0.045749515822340894)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'analcime.spc Analcime GDS1', 'gibbsit1.spc Gibbsite HS423.3B', 'montmor6.spc Montmorillonite CM20')","(0.1806996638805686, 0.10134363808976776, 0.08778875505294635, 0.05519310141656714)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'montmor6.spc Montmorillonite CM20', 'analcime.spc Analcime GDS1', 'gibbsit1.spc Gibbsite HS423.3B')","(0.17138826104775542, 0.11127085621967593, 0.08033356604045144, 0.06623762855003623)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.33678532744270057, 0.24998597059698752, 0.08548721340922069, 0.04574133645925363)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor7.spc Montmorillonite CM26', 'beryl2.spc Beryl HS180.3B', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.14782507843549275, 0.11494122768207295, 0.07441681934325725, 0.03937261682579368)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor3.spc Montmorillonite SCa-2.a', 'lepidol2.spc Lepidolite NMNH105538')","(0.8822520169451197, 0.2825007962495872, 0.15411494846672955, 0.038745716985792655)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor7.spc Montmorillonite CM26', 'beryl2.spc Beryl HS180.3B', 'strontia.spc Strontianite HS272.3B')","(0.16496669004435596, 0.14271985674348733, 0.07817492793448542, 0.03982246635820012)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'halloys4.spc Halloysite KLH503', 'kainite.spc Kainite NMNH83904', 'strontia.spc Strontianite HS272.3B')","(0.1906447526107248, 0.11119333753518687, 0.06832344294625355, 0.056275000452228975)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'lizardi4.spc Lizardite NMNHR4687.d <30', 'gypsum2.spc Gypsum SU2202', 'lepidol3.spc Lepidolite NMNH105543')","(0.20408940623475907, 0.06358755216191221, 0.059692678689918365, 0.05773789234118953)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor5.spc Montmorillonite CM27', 'beryl2.spc Beryl HS180.3B', 'dolomit1.spc Dolomite HS102.3B')","(0.13515450422451458, 0.11133498133142579, 0.09570864903483436, 0.042475661009872136)"
Mixed_Integer_Non-linear_Program,"('galena4.spc Galena S105-2', 'analcime.spc Analcime GDS1', 'zoisite.spc Zoisite HS347.3B', 'lepidol3.spc Lepidolite NMNH105543')","(1.6481080841592932, 0.1843075775047848, 0.05006551097897788, 0.044239160014936926)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.40541866487699346, 0.2680554462030048, 0.13307231498835942, 0.043392633965013444)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'bassanit.spc Bassanite GDS145 (syn)', 'muscovic.spc Muscovite HS24.3', 'dolomit1.spc Dolomite HS102.3B')","(0.20543258255293817, 0.11308619683057601, 0.06793613455749076, 0.04188049592709043)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor5.spc Montmorillonite CM27', 'rhodoch1.spc Rhodochrosite HS338.3B', 'jarosit1.spc Jarosite GDS99 K-y 200C')","(0.21932047980287783, 0.16365463094677135, 0.06171741319704154, 0.04486576920465259)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor7.spc Montmorillonite CM26', 'beryl2.spc Beryl HS180.3B', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.12673500113966252, 0.11118242995520924, 0.06695443319535002, 0.05364239820152894)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'strontia.spc Strontianite HS272.3B')","(0.1788825189940304, 0.14056459375481925, 0.05014070124159831, 0.03318472238117988)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'a-illite.spc Ammonio-Illite/Smec GDS87', 'strontia.spc Strontianite HS272.3B')","(0.15930463702338393, 0.15259966164755298, 0.06770340806085967, 0.04684237883186228)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.5652013609188933, 0.24398933559390515, 0.14455737392592488, 0.02972385777346147)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor5.spc Montmorillonite CM27', 'witherit.spc Witherite HS273.3B')","(0.6070038342636079, 0.27740515322270887, 0.10309936231269373, 0.03099650232134368)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.6290279904542648, 0.2783626467911175, 0.12879850709692378, 0.03802594732644795)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'bassanit.spc Bassanite GDS145 (syn)', 'dolomit1.spc Dolomite HS102.3B', 'lepidol3.spc Lepidolite NMNH105543')","(0.1916801527293493, 0.15648832511211755, 0.05526480899948797, 0.046273691666381046)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'analcime.spc Analcime GDS1', 'gibbsit1.spc Gibbsite HS423.3B', 'montmor6.spc Montmorillonite CM20')","(0.18438495471630753, 0.1465810602761773, 0.1068558829303144, 0.07050263404401765)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'gibbsit1.spc Gibbsite HS423.3B', 'analcime.spc Analcime GDS1', 'lepidol3.spc Lepidolite NMNH105543')","(0.24584457057002854, 0.10466564585008191, 0.08722252402610492, 0.04737456702575363)"
Mixed_Integer_Non-linear_Program,"('montmor5.spc Montmorillonite CM27', 'analcime.spc Analcime GDS1', 'teepleit.spc Teepleite+Tron NMNH102798', 'calcite1.spc Calcite WS272')","(0.16563898997454982, 0.15627570502950874, 0.15502818785648692, 0.04519336449102676)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'mascagn1.spc Mascagnite GDS65.a (crs)', 'montmor5.spc Montmorillonite CM27', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.20811954770404686, 0.19145553821519157, 0.12924858527461094, 0.046550101263565076)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor5.spc Montmorillonite CM27', 'strontia.spc Strontianite HS272.3B', 'syngenit.spc Syngenite GDS139')","(0.17110682994691853, 0.1513772071026971, 0.03860681286991452, 0.02307788351620288)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor7.spc Montmorillonite CM26', 'beryl2.spc Beryl HS180.3B', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.1373871480546958, 0.12537475841020432, 0.06689543025693909, 0.04530329636534207)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.46474784143138237, 0.23395003591878635, 0.14417885088475682, 0.028770105957047334)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor7.spc Montmorillonite CM26', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.48211455691159566, 0.2831005372149396, 0.11382115986629074, 0.04427647432281079)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor7.spc Montmorillonite CM26', 'strontia.spc Strontianite HS272.3B', 'kainite.spc Kainite NMNH83904')","(0.23043728669139998, 0.16637189283396067, 0.050416885518270546, 0.020996794112010796)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'nontron3.spc Nontronite NG-1.b <2um fr', 'bassanit.spc Bassanite GDS145 (syn)', 'lepidol5.spc Lepidolite NMNH105541')","(0.2052917148732142, 0.11804420336185728, 0.09269739407801211, 0.06976917576285789)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'mascagn1.spc Mascagnite GDS65.a (crs)', 'montmor5.spc Montmorillonite CM27', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.2013268722400845, 0.193583717380915, 0.17886275396869902, 0.035087374950225035)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'mascagn1.spc Mascagnite GDS65.a (crs)', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.2407535720853196, 0.16222654694580116, 0.1419750465207355, 0.039290744493584814)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor5.spc Montmorillonite CM27', 'strontia.spc Strontianite HS272.3B')","(0.27753196673103775, 0.24337617820072968, 0.1348717955039069, 0.03419644252294351)"
Mixed_Integer_Non-linear_Program,"('montmor6.spc Montmorillonite CM20', 'analcime.spc Analcime GDS1', 'a-illite.spc Ammonio-Illite/Smec GDS87', 'strontia.spc Strontianite HS272.3B')","(0.16838724369988164, 0.15293634219765706, 0.07536346954698392, 0.04845543317957829)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.4869240678467341, 0.23091420469307275, 0.12665120634561916, 0.03420409900823006)"
Mixed_Integer_Non-linear_Program,"('bassanit.spc Bassanite GDS145 (syn)', 'beryl2.spc Beryl HS180.3B', 'muscovi9.spc Muscovite GDS119 Mt Alamo', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.16507467725388106, 0.12136878403613265, 0.05722731578281661, 0.030591513131613738)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'illite1.spc Illite GDS4 (Marblehead)', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.41776732230129404, 0.28366272012943616, 0.14282271798408885, 0.03640307612618378)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'mascagn1.spc Mascagnite GDS65.a (crs)', 'montmor7.spc Montmorillonite CM26', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.25707202182320027, 0.20327187285035447, 0.1290203302242522, 0.04049860890603217)"
Mixed_Integer_Non-linear_Program,"('montmor7.spc Montmorillonite CM26', 'analcime.spc Analcime GDS1', 'beryl2.spc Beryl HS180.3B', 'chlorit4.spc Chlorite SMR-13.c 45-60um')","(0.17916780021821765, 0.11923947694505442, 0.08468388107707449, 0.033107509882529605)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'gypsum1.spc Gypsum HS333.3B', 'brucite.spc Brucite HS247.3B', 'lepidol5.spc Lepidolite NMNH105541')","(0.24576551726805088, 0.11681096372621406, 0.0744322018644609, 0.035491421453955604)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.3069847120772067, 0.20219684419728884, 0.1934538188282721, 0.04055913382744628)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.40851838960595377, 0.24195011689432128, 0.12362947710126644, 0.025768926358312804)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.6517756508939128, 0.25357718319358097, 0.12286991495211247, 0.02462680836736763)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor1.spc Montmorillonite SWy-1', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.3126240410586566, 0.2440903813786118, 0.0846446872252971, 0.05405791541663177)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'bassanit.spc Bassanite GDS145 (syn)', 'lepidol3.spc Lepidolite NMNH105543', 'dolomit1.spc Dolomite HS102.3B')","(0.1848568559879897, 0.14143606622332477, 0.05250237013921661, 0.03635380666840765)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor7.spc Montmorillonite CM26', 'strontia.spc Strontianite HS272.3B')","(0.4093043489078077, 0.23771465353941373, 0.1352018465738326, 0.03388633406280617)"
Mixed_Integer_Non-linear_Program,"('montmor7.spc Montmorillonite CM26', 'analcime.spc Analcime GDS1', 'beryl2.spc Beryl HS180.3B', 'strontia.spc Strontianite HS272.3B')","(0.16599907612012207, 0.1364169249509624, 0.07960102134814119, 0.038301500978322085)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'nacrite.spc Nacrite GDS88')","(0.49255067151357546, 0.24951407135872472, 0.19346241240118422, 0.042270761768902536)"
Mixed_Integer_Non-linear_Program,"('montmor7.spc Montmorillonite CM26', 'analcime.spc Analcime GDS1', 'jarosit2.spc Jarosite GDS98 K-Sy 90C', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.2321680222000754, 0.1649858170461608, 0.05055454082752924, 0.04565963472302607)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'montmor7.spc Montmorillonite CM26', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.20464434370500934, 0.12970924515684992, 0.10647498853149517, 0.050392460672001774)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'nontron5.spc Nontronite SWa-1.b  <2um', 'analcime.spc Analcime GDS1', 'lepidol2.spc Lepidolite NMNH105538')","(0.16530146831700565, 0.13413235275364066, 0.09028949441920642, 0.05091714360561451)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.36965985372477156, 0.21516670263464238, 0.17358235426950402, 0.037076885771035295)"
Mixed_Integer_Non-linear_Program,"('montmor6.spc Montmorillonite CM20', 'analcime.spc Analcime GDS1', 'beryl2.spc Beryl HS180.3B', 'calcite1.spc Calcite WS272')","(0.16154059784228933, 0.1389219016863143, 0.06737447752681038, 0.04685901543610796)"
Mixed_Integer_Non-linear_Program,"('galena3.spc Galena S102-1B', 'analcime.spc Analcime GDS1', 'montmor6.spc Montmorillonite CM20', 'calcite1.spc Calcite WS272')","(1.1347341203967032, 0.16981765712720703, 0.12468687647241783, 0.04084339047016998)"
Mixed_Integer_Non-linear_Program,"('beryl2.spc Beryl HS180.3B', 'gibbsit1.spc Gibbsite HS423.3B', 'analcime.spc Analcime GDS1', 'montmor3.spc Montmorillonite SCa-2.a')","(0.23062324261472195, 0.09901310924753215, 0.0787565289523766, 0.051717257192321266)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'mascagn1.spc Mascagnite GDS65.a (crs)', 'montmor6.spc Montmorillonite CM20', 'strontia.spc Strontianite HS272.3B')","(0.26147027208303275, 0.2603735309877772, 0.12667374946841933, 0.03376073896259466)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor3.spc Montmorillonite SCa-2.a', 'lepidol2.spc Lepidolite NMNH105538')","(0.7607696782382366, 0.2797642165197272, 0.1985768105910111, 0.05943723775797573)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'montmor3.spc Montmorillonite SCa-2.a', 'lepidol2.spc Lepidolite NMNH105538')","(0.6886470538530057, 0.2976463612969485, 0.1978880763509582, 0.06439284411765672)"
Mixed_Integer_Non-linear_Program,"('montmor6.spc Montmorillonite CM20', 'analcime.spc Analcime GDS1', 'halloys2.spc Halloysite NMNH106237', 'calcite2.spc Calcite HS48.3B')","(0.2074530513832307, 0.1994751853826923, 0.07371153745782362, 0.046264358044425975)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'jarosit2.spc Jarosite GDS98 K-Sy 90C', 'lepidol3.spc Lepidolite NMNH105543', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.19268204395498503, 0.15582878005197587, 0.1233218998989196, 0.060207216557041233)"
