Technique,Ordered Name,Coefficient
Mixed_Integer_Non-linear_Program,"('alunite5.spc Alunite HS295.3B', 'analcime.spc Analcime GDS1', 'mascagn2.spc Mascagnite GDS65.b (fn)', 'dickite1.spc Dickite NMNH106242')","(0.36097895252797746, 0.23139986122623063, 0.06274538175683567, 0.04208167721758557)"
Mixed_Integer_Non-linear_Program,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'calcite1.spc Calcite WS272', 'datolit1.spc Datolite HS442.3B')","(0.272206742938602, 0.20050419080286228, 0.027475808293002665, 0.0211257625791005)"
Mixed_Integer_Non-linear_Program,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'rhodoch2.spc Rhodochrosite HS67 <250um', 'datolit1.spc Datolite HS442.3B')","(0.23240887300784205, 0.18559302281618117, 0.06478665109292768, 0.02312744141809811)"
Mixed_Integer_Non-linear_Program,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'rhodoch2.spc Rhodochrosite HS67 <250um', 'datolit1.spc Datolite HS442.3B')","(0.29296745100965377, 0.1384083549355674, 0.05128539903182472, 0.028833844651677168)"
Mixed_Integer_Non-linear_Program,"('alunite5.spc Alunite HS295.3B', 'mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'datolit1.spc Datolite HS442.3B')","(0.36765815161091486, 0.32447462940818816, 0.24728926724242667, 0.025739076522683795)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'pyrophy3.spc Pyrophyllite SU1421')","(0.40549918365371884, 0.2840343792196882, 0.22741888919557005, 0.06534770914348467)"
Mixed_Integer_Non-linear_Program,"('alunite5.spc Alunite HS295.3B', 'analcime.spc Analcime GDS1', 'jarosit1.spc Jarosite GDS99 K-y 200C', 'calcite2.spc Calcite HS48.3B')","(0.2889062205089605, 0.18390510157896184, 0.0492134879851019, 0.019220903708899537)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'alunite1.spc Alunite GDS84 Na03', 'mascagn2.spc Mascagnite GDS65.b (fn)', 'pyrophy3.spc Pyrophyllite SU1421')","(0.1964538652505526, 0.16677214850305572, 0.04197848903383203, 0.03355371905582476)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'dickite1.spc Dickite NMNH106242')","(0.636602658335778, 0.28935498786175545, 0.17750573839413117, 0.022505195951394625)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'cookeit1.spc Cookeite CAr-1.a 104-150u')","(0.6172962048035098, 0.26795923669428806, 0.23776470060653648, 0.04237589011015286)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'halloys5.spc Halloysite+Kaolinite CM29')","(0.48461332474910107, 0.2275495326369763, 0.21295019292856113, 0.07032734580465431)"
Mixed_Integer_Non-linear_Program,"('alunite5.spc Alunite HS295.3B', 'beryl2.spc Beryl HS180.3B', 'carnall1.spc Carnallite NMNH98011', 'datolit1.spc Datolite HS442.3B')","(0.25175091672437966, 0.23441783929818966, 0.06391122393550418, 0.05637248030570565)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'dickite1.spc Dickite NMNH106242')","(0.7828040508899197, 0.3131889752469007, 0.20876607696304167, 0.03569066702457663)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'halloys5.spc Halloysite+Kaolinite CM29')","(0.6459471246153256, 0.302751819086683, 0.2267904371846445, 0.03521446449475428)"
Mixed_Integer_Non-linear_Program,"('alunite5.spc Alunite HS295.3B', 'analcime.spc Analcime GDS1', 'halloys5.spc Halloysite+Kaolinite CM29', 'mascagn2.spc Mascagnite GDS65.b (fn)')","(0.23410689985726071, 0.22128690012993377, 0.07042669492382933, 0.04255848445872262)"
Mixed_Integer_Non-linear_Program,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'dolomit2.spc Dolomite COD2005', 'howlite.spc Howlite GDS155')","(0.2805881639532741, 0.08738801271881642, 0.05803633848494069, 0.05137551542541908)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite1.spc Alunite GDS84 Na03', 'pyrophy1.spc Pyrophyllite PYS1A fine g')","(0.35299846322427925, 0.2582907952677325, 0.1985807269155111, 0.037585167296558156)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'gypsum1.spc Gypsum HS333.3B')","(0.7580796216933637, 0.30540399770638366, 0.2537755878078564, 0.05284765968638791)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'mascagn2.spc Mascagnite GDS65.b (fn)', 'pyrophy3.spc Pyrophyllite SU1421')","(0.291656780466009, 0.1566384225535195, 0.11352802529561015, 0.06502325250242347)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'halloys5.spc Halloysite+Kaolinite CM29', 'mascagn2.spc Mascagnite GDS65.b (fn)')","(0.29467673091661767, 0.14907558577266736, 0.10750753665129448, 0.08365113250577037)"
Mixed_Integer_Non-linear_Program,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'strontia.spc Strontianite HS272.3B', 'jarosit1.spc Jarosite GDS99 K-y 200C')","(0.21973210300169513, 0.2092562264049691, 0.03144554048044702, 0.031425701010779884)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'mascagn2.spc Mascagnite GDS65.b (fn)', 'pyrophy3.spc Pyrophyllite SU1421')","(0.26803743079121833, 0.16622309187180498, 0.09351402782768285, 0.0740083154718417)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'halloys1.spc Halloysite NMNH106236', 'alunite5.spc Alunite HS295.3B', 'mascagn2.spc Mascagnite GDS65.b (fn)')","(0.28498101516826285, 0.1442174852564526, 0.13261843001060855, 0.08322755831559164)"
Mixed_Integer_Non-linear_Program,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'halloys5.spc Halloysite+Kaolinite CM29', 'dolomit1.spc Dolomite HS102.3B')","(0.21950490189218147, 0.21908104099953118, 0.04382538258280236, 0.016675973615368125)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite1.spc Alunite GDS84 Na03', 'kaolini4.spc Kaolinite KL502 (pxyl)')","(0.25081981285414795, 0.24019497108546556, 0.1647863236297589, 0.10445136724729581)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'halloys5.spc Halloysite+Kaolinite CM29')","(0.6227689942587074, 0.29516559539667525, 0.23089962936897437, 0.05144026028211602)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'kaolini4.spc Kaolinite KL502 (pxyl)')","(0.4971277463432787, 0.28098008522292334, 0.19849373489087857, 0.1104439497475219)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'alunite1.spc Alunite GDS84 Na03', 'kaolini1.spc Kaolinite CM9', 'carnall1.spc Carnallite NMNH98011')","(0.23169712017275412, 0.1872967538737144, 0.06772418762036214, 0.04229441711059438)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'grossul1.spc Grossular HS113.3B-HCL')","(0.4172145494266395, 0.23848253146166595, 0.22214113857214499, 0.04905289403143174)"
Mixed_Integer_Non-linear_Program,"('mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'halloys5.spc Halloysite+Kaolinite CM29')","(0.5426193791138956, 0.30749722382864214, 0.20889536831077526, 0.0457397609348838)"
