Technique,Ordered Name,Coefficient
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.29869772106107084, 0.14770216207063155, 0.05808700548713002, 0.043792129558089865)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'dolomit1.spc Dolomite HS102.3B', 'carnall1.spc Carnallite NMNH98011')","(0.29305378206041743, 0.16674120439474238, 0.047992023042141965, 0.0346460961596935)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'calcite3.spc Calcite CO2004', 'carnall1.spc Carnallite NMNH98011')","(0.2818969245815301, 0.15885952110287585, 0.04816119290174996, 0.038923475804778056)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.2535466263105659, 0.16967738340051447, 0.05257182380572355, 0.04638289053402426)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'rhodoch2.spc Rhodochrosite HS67 <250um')","(0.2654411329576124, 0.14079607558753143, 0.06511286339191308, 0.05809285232220224)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'carnall1.spc Carnallite NMNH98011', 'analcime.spc Analcime GDS1', 'beryl2.spc Beryl HS180.3B')","(0.3430817595347749, 0.10240816120381456, 0.07741542903279423, 0.057622471814450744)"
Mixed_Integer_Non-linear_Program,"('analcime.spc Analcime GDS1', 'halloys5.spc Halloysite+Kaolinite CM29', 'kaolini1.spc Kaolinite CM9', 'calcite1.spc Calcite WS272')","(0.19896063595543076, 0.15485333471049417, 0.13678036794886214, 0.02503277609219928)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.26275142724347134, 0.17492501245971817, 0.05699339042361586, 0.030222390129503583)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.3264588791386277, 0.12321639262065774, 0.07346104163235675, 0.0258113680748414)"
Mixed_Integer_Non-linear_Program,"('halloys5.spc Halloysite+Kaolinite CM29', 'analcime.spc Analcime GDS1', 'dolomit1.spc Dolomite HS102.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.2831459579622104, 0.1656080061416402, 0.033000973702155635, 0.022307440892769655)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'alunite1.spc Alunite GDS84 Na03')","(0.28471460668302984, 0.1443265290942394, 0.07882724650254942, 0.06450863509053968)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'calcite1.spc Calcite WS272')","(0.32987449947493935, 0.15890048163440523, 0.05421254175149898, 0.02441904757939367)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'calcite2.spc Calcite HS48.3B')","(0.27757808146900326, 0.1765944638546202, 0.05521753635226293, 0.027609545314874622)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall2.spc Carnallite HS430.3B', 'strontia.spc Strontianite HS272.3B')","(0.26189310653141795, 0.1891687809323471, 0.05971550766282382, 0.022780962623244503)"
Mixed_Integer_Non-linear_Program,"('kaolini5.spc Kaolinite GDS11 <63um', 'analcime.spc Analcime GDS1', 'gypsum1.spc Gypsum HS333.3B', 'calcite1.spc Calcite WS272')","(0.21800077151308142, 0.1512819971520405, 0.06300585094894955, 0.04543908816538113)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.30761878111637375, 0.14713052315581746, 0.04207435568355491, 0.027659626240311947)"
Mixed_Integer_Non-linear_Program,"('halloys5.spc Halloysite+Kaolinite CM29', 'analcime.spc Analcime GDS1', 'dolomit1.spc Dolomite HS102.3B', 'alunite5.spc Alunite HS295.3B')","(0.2839175900061511, 0.16924774895677658, 0.04859794562952021, 0.02641093506889162)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'carnall1.spc Carnallite NMNH98011', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B')","(0.4181396077162634, 0.11238957629620899, 0.10721888985646934, 0.0612944160735226)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.30662577343098774, 0.17288006588822322, 0.07898242435683199, 0.026495859157779373)"
Mixed_Integer_Non-linear_Program,"('kaolini5.spc Kaolinite GDS11 <63um', 'analcime.spc Analcime GDS1', 'dolomit1.spc Dolomite HS102.3B', 'carnall1.spc Carnallite NMNH98011')","(0.26240276867389617, 0.15280830659623712, 0.05235278930231657, 0.03357829408763508)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.2521622624632108, 0.18590847599439733, 0.06950813113772335, 0.03248537708562743)"
Mixed_Integer_Non-linear_Program,"('kaolini5.spc Kaolinite GDS11 <63um', 'analcime.spc Analcime GDS1', 'dolomit1.spc Dolomite HS102.3B', 'carnall1.spc Carnallite NMNH98011')","(0.2372709366747545, 0.16311354867114106, 0.052906787066465726, 0.0495623375622351)"
Mixed_Integer_Non-linear_Program,"('kaolini2.spc Kaolinite KGa-1 (wxyl)', 'analcime.spc Analcime GDS1', 'carnall2.spc Carnallite HS430.3B', 'calcite1.spc Calcite WS272')","(0.23973703793165138, 0.12782263307299, 0.06908179585144031, 0.03623414878961536)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.26751024654872635, 0.18291250334358808, 0.035070031532088326, 0.026431231476428584)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'calcite1.spc Calcite WS272')","(0.30557116393500733, 0.1495297358573228, 0.04618611793249762, 0.030734802299122482)"
Mixed_Integer_Non-linear_Program,"('halloys5.spc Halloysite+Kaolinite CM29', 'analcime.spc Analcime GDS1', 'dolomit1.spc Dolomite HS102.3B', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.2779935744813777, 0.165513820643572, 0.04757305813467509, 0.02840676809942167)"
Mixed_Integer_Non-linear_Program,"('halloys5.spc Halloysite+Kaolinite CM29', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.3083700668349287, 0.16269738233088943, 0.0671801085249949, 0.04319622955854817)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall2.spc Carnallite HS430.3B', 'calcite1.spc Calcite WS272')","(0.400214434010283, 0.1346741602080328, 0.1141833654053951, 0.012741262452894048)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'calcite1.spc Calcite WS272')","(0.3809298201737867, 0.14349199590104716, 0.10924599639810952, 0.01353259457299124)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'carnall1.spc Carnallite NMNH98011', 'beryl2.spc Beryl HS180.3B', 'analcime.spc Analcime GDS1')","(0.3649568933857717, 0.1165648522256086, 0.11314907888664291, 0.039907425942126894)"
Mixed_Integer_Non-linear_Program,"('kaolini5.spc Kaolinite GDS11 <63um', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'calcite2.spc Calcite HS48.3B')","(0.2379716614186744, 0.15232521261681572, 0.0580070648062602, 0.0463645539229445)"
Mixed_Integer_Non-linear_Program,"('kaolini5.spc Kaolinite GDS11 <63um', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'calcite1.spc Calcite WS272')","(0.23086404708517322, 0.15450878695465414, 0.060056347977782344, 0.05335145821832758)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'calcite2.spc Calcite HS48.3B', 'carnall1.spc Carnallite NMNH98011')","(0.2534432983947904, 0.1727970618101759, 0.04920717369110338, 0.04331411880680782)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'dolomit1.spc Dolomite HS102.3B')","(0.28990127744356076, 0.1535334428851697, 0.054452028365662854, 0.04107127070161085)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall2.spc Carnallite HS430.3B', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.2968343678250294, 0.15117828766748065, 0.07564497722392434, 0.03448494980142362)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall2.spc Carnallite HS430.3B', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.35622142695310594, 0.13556108787354718, 0.10400262259525189, 0.03359515297964612)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.3747814462826288, 0.1388457590423952, 0.11186251356399543, 0.023754530812427673)"
Mixed_Integer_Non-linear_Program,"('kaolini5.spc Kaolinite GDS11 <63um', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.23125256407612418, 0.15727820404669837, 0.07966021694670572, 0.03994308798620912)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'calcite3.spc Calcite CO2004', 'carnall1.spc Carnallite NMNH98011')","(0.2573378097995122, 0.17356626991831858, 0.049469133821148814, 0.04138109592746751)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.26177495676765117, 0.17471153612324114, 0.0599529473054075, 0.03146973369354879)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'calcite2.spc Calcite HS48.3B')","(0.29503346978961503, 0.14321897411681372, 0.05791622752782467, 0.047225398721147824)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.34374597914097677, 0.14315631845841206, 0.08254952945584594, 0.04022261219007123)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.3683303629058456, 0.15031281261260468, 0.10948894721150777, 0.024089302165552776)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.27054632679194746, 0.18114219577362417, 0.07637863399681684, 0.036361876231351245)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'rhodoch2.spc Rhodochrosite HS67 <250um')","(0.29662826634463046, 0.14777699123119076, 0.06545442391414329, 0.04832159707445963)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall2.spc Carnallite HS430.3B', 'calcite1.spc Calcite WS272')","(0.28090073047783404, 0.14936863109655685, 0.08162513271557348, 0.04017633664716922)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.3254733180764308, 0.15200922707756925, 0.08284647887706457, 0.03033786973500853)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.3362810890707102, 0.1313776336506154, 0.08839480181099756, 0.05199331189396643)"
Mixed_Integer_Non-linear_Program,"('kaolini5.spc Kaolinite GDS11 <63um', 'analcime.spc Analcime GDS1', 'dolomit1.spc Dolomite HS102.3B', 'carnall1.spc Carnallite NMNH98011')","(0.27419901164739385, 0.1299178736252185, 0.07460362801831273, 0.05893210119174211)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall2.spc Carnallite HS430.3B', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.250853946673004, 0.17644875561003723, 0.11444468323010366, 0.04826665887863138)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall2.spc Carnallite HS430.3B', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.282607476224634, 0.1580024072437803, 0.09288508087231957, 0.040176615331459595)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'glauconi.spc Glauconite HS313.3B', 'carnall1.spc Carnallite NMNH98011')","(0.33352893943603235, 0.13112057365286656, 0.12267265346227066, 0.07345324664407775)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.3147487236637578, 0.16049869777633574, 0.08385159686465975, 0.02976721440327843)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'strontia.spc Strontianite HS272.3B')","(0.2821971475699722, 0.17350251576847445, 0.08090592424796357, 0.030150049007680292)"
Mixed_Integer_Non-linear_Program,"('kaolini5.spc Kaolinite GDS11 <63um', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'calcite1.spc Calcite WS272')","(0.31300439287426884, 0.1122584126767673, 0.06763533962941057, 0.03261060878204231)"
Mixed_Integer_Non-linear_Program,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'carnall1.spc Carnallite NMNH98011', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.3113370534392392, 0.16103675740742862, 0.09349905691761536, 0.029295880881019455)"
