Technique,Ordered Name,Coefficient
HySudeB,"('opal1.spc Opal WS732', 'epsomite.spc Epsomite GDS149', 'lepidol3.spc Lepidolite NMNH105543', 'bloedite.spc Bloedite GDS147', 'kainite.spc Kainite NMNH83904', 'natroli1.spc Natrolite HS169.3B', 'h2o-ice.spc H2O-Ice GDS136 77K', 'lizardi1.spc Lizardite NMNHR4687.a 280', 'lepidol5.spc Lepidolite NMNH105541', 'topaze.spc Topaz Mt._Antero_#5', 'syngenit.spc Syngenite GDS139')","(0.05544506784998061, 0.03872016331948111, 0.02508477250781686, 0.020389670239867895, 0.016428875360632457, 0.013414113650150432, 0.00573807843893793, 0.0038887158550368625, 0.003691536864126991, 0.0018319220746238524, 0.0017898535507633463)"
HySudeB,"('natroli1.spc Natrolite HS169.3B',)","(0.020355846100781432,)"
HySudeB,"('h2o-ice.spc H2O-Ice GDS136 77K', 'c-black.spc Carbon_Black GDS68 sm.ap.', 'natroli1.spc Natrolite HS169.3B', 'brucite.spc Brucite HS247.3B', 'lepidol5.spc Lepidolite NMNH105541', 'carnall2.spc Carnallite HS430.3B', 'niter.spc Niter GDS43 (K-Saltpeter)')","(0.04792300817133858, 0.04079812494032717, 0.01888876720561073, 0.01180228967255922, 0.009583489444269445, 0.009225370480779335, 0.008602399041730113)"
HySudeB,"('h2o-ice.spc H2O-Ice GDS136 77K', 'lepidol5.spc Lepidolite NMNH105541', 'carnall1.spc Carnallite NMNH98011', 'natroli1.spc Natrolite HS169.3B', 'stilbit2.spc Stilbite HS482.3B', 'syngenit.spc Syngenite GDS139', 'lepidol3.spc Lepidolite NMNH105543', 'bloedite.spc Bloedite GDS147', 'lizardi1.spc Lizardite NMNHR4687.a 280', 'brucite.spc Brucite HS247.3B')","(0.044098232414346863, 0.018688358600742788, 0.018246291735778394, 0.018070995272671295, 0.005054526261133182, 0.003919035380174998, 0.0013731162011704366, 0.001310132360932996, 0.001052450872078943, 0.00036795528264374467)"
HySudeB,"('natroli2.spc Natrolite+Zeolit HS168.3B', 'lepidol3.spc Lepidolite NMNH105543', 'stilbit2.spc Stilbite HS482.3B', 'phalite.spc Polyhalite NMNH92669-4', 'topazi.spc Topaz HS184.3B')","(0.03765023165403385, 0.011866847410346224, 0.011744745977609265, 0.004564997158628878, 0.0039229101413645875)"
HySudeB,"('h2o-ice.spc H2O-Ice GDS136 77K', 'azurite.spc Azurite WS316', 'lepidol3.spc Lepidolite NMNH105543', 'trona.spc Trona GDS148', 'niter.spc Niter GDS43 (K-Saltpeter)', 'syngenit.spc Syngenite GDS139', 'scolecit.spc Scolecite GDS7 acid trtd', 'brucite.spc Brucite HS247.3B', 'datolit1.spc Datolite HS442.3B', 'lizardi1.spc Lizardite NMNHR4687.a 280')","(0.04882693998289618, 0.03089415543976947, 0.024130756826297277, 0.023495362901381236, 0.014606472364740802, 0.01082465689005377, 0.006252115663448126, 0.004224359963793046, 0.0022849862339582266, 0.0005371604786389029)"
HySudeB,"('stilbit2.spc Stilbite HS482.3B', 'topazi.spc Topaz HS184.3B')","(0.010075524967724604, 0.002743946713096175)"
HySudeB,"('kainite.spc Kainite NMNH83904', 'niter.spc Niter GDS43 (K-Saltpeter)', 'bloedite.spc Bloedite GDS147', 'topazi.spc Topaz HS184.3B', 'h2o-ice.spc H2O-Ice GDS136 77K')","(0.025513059145716086, 0.013002100621990871, 0.011639061011165026, 0.005602565186454382, 0.0042613919055875076)"
HySudeB,"('syngenit.spc Syngenite GDS139', 'natroli1.spc Natrolite HS169.3B', 'lepidol3.spc Lepidolite NMNH105543', 'niter.spc Niter GDS43 (K-Saltpeter)')","(0.02036067374910589, 0.018197993984716936, 0.006602169421756223, 0.001837723475477999)"
HySudeB,"('h2o-ice.spc H2O-Ice GDS136 77K', 'phalite.spc Polyhalite NMNH92669-4', 'lepidol3.spc Lepidolite NMNH105543', 'natroli1.spc Natrolite HS169.3B', 'europium.spc Europium_Oxide GDS33', 'tourmali.spc Tourmaline HS282.2B', 'montmor8.spc Montmorillonite STx-1')","(0.03746564092344013, 0.021932861897516646, 0.02041850508454906, 0.01496705615378279, 0.004768197185360959, 0.0012015336279152448, 0.0006771251520050893)"
HySudeB,"('h2o-ice.spc H2O-Ice GDS136 77K', 'carnall2.spc Carnallite HS430.3B', 'lepidol3.spc Lepidolite NMNH105543', 'natroli1.spc Natrolite HS169.3B', 'lepidol5.spc Lepidolite NMNH105541')","(0.061400372730345924, 0.013214155124242951, 0.008114202383599774, 0.006210488184974417, 0.002988200928634717)"
HySudeB,"('epsomite.spc Epsomite GDS149', 'lepidol5.spc Lepidolite NMNH105541', 'syngenit.spc Syngenite GDS139', 'scolecit.spc Scolecite GDS7 acid trtd', 'natroli1.spc Natrolite HS169.3B', 'azurite.spc Azurite WS316', 'opal1.spc Opal WS732', 'europium.spc Europium_Oxide GDS33', 'lepidol3.spc Lepidolite NMNH105543', 'malachit.spc Malachite HS254.3B', 'witherit.spc Witherite HS273.3B')","(0.022083224518821325, 0.014860168681488957, 0.014699828749664618, 0.014114012010086264, 0.013580581006172545, 0.0071366202648279545, 0.006878387483504031, 0.0026625009625473053, 0.0014893547244906775, 0.0011674535389023554, 0.00045950137785201505)"
HySudeB,"('natroli2.spc Natrolite+Zeolit HS168.3B', 'kainite.spc Kainite NMNH83904', 'h2o-ice.spc H2O-Ice GDS136 77K', 'chabazit.spc Chabazite HS193.3B', 'analcime.spc Analcime GDS1')","(0.019667913817673924, 0.013560110228724227, 0.011941242036416404, 0.007930601326747881, 0.0028162750131372825)"
HySudeB,"('epsomite.spc Epsomite GDS149', 'montmor2.spc Montmorillonite SAz-1', 'niter.spc Niter GDS43 (K-Saltpeter)', 'syngenit.spc Syngenite GDS139', 'h2o-ice.spc H2O-Ice GDS136 77K', 'lepidol3.spc Lepidolite NMNH105543', 'kainite.spc Kainite NMNH83904', 'carnall2.spc Carnallite HS430.3B', 'natroli1.spc Natrolite HS169.3B')","(0.10779566345827624, 0.034151918060865996, 0.01746993119926464, 0.011350840159043075, 0.009463374693947755, 0.008841791837700928, 0.004156591954221707, 0.0024644154794946508, 0.0002075823632609483)"
HySudeB,"('epsomite.spc Epsomite GDS149', 'analcime.spc Analcime GDS1', 'h2o-ice.spc H2O-Ice GDS136 77K', 'bloedite.spc Bloedite GDS147', 'lepidol5.spc Lepidolite NMNH105541', 'stilbit2.spc Stilbite HS482.3B', 'topazi.spc Topaz HS184.3B', 'brucite.spc Brucite HS247.3B')","(0.05662239848990387, 0.017980714975335824, 0.01604321932778491, 0.011841128753212199, 0.007416639287043086, 0.006274419130438378, 0.002010899597742807, 0.001217863959250444)"
HySudeB,"('h2o-ice.spc H2O-Ice GDS136 77K', 'niter.spc Niter GDS43 (K-Saltpeter)', 'syngenit.spc Syngenite GDS139', 'brucite.spc Brucite HS247.3B', 'lepidol3.spc Lepidolite NMNH105543', 'lepidol5.spc Lepidolite NMNH105541', 'natroli1.spc Natrolite HS169.3B')","(0.029844179761411516, 0.016850106012203863, 0.015373845408734241, 0.012640289066528983, 0.010041606124603707, 0.005590091177268309, 0.0008139143770479126)"
HySudeB,"('h2o-ice.spc H2O-Ice GDS136 77K', 'hyperst3.spc Hypersthene PYX02.c 180um', 'kainite.spc Kainite NMNH83904', 'lepidol3.spc Lepidolite NMNH105543')","(0.025368388070684495, 0.01726161569269887, 0.017124550800020066, 0.015112972141072819)"
HySudeB,"('kainite.spc Kainite NMNH83904', 'montmor3.spc Montmorillonite SCa-2.a', 'lepidol3.spc Lepidolite NMNH105543', 'brucite.spc Brucite HS247.3B', 'carnall1.spc Carnallite NMNH98011')","(0.060475331568348056, 0.025670916501643805, 0.006273782271573546, 0.003978757039012153, 0.00212318699593239)"
HySudeB,"('phalite.spc Polyhalite NMNH92669-4', 'lepidol5.spc Lepidolite NMNH105541', 'syngenit.spc Syngenite GDS139', 'natroli1.spc Natrolite HS169.3B', 'lepidol4.spc Lepidolite NMNH88526-1', 'topaze.spc Topaz Mt._Antero_#5', 'europium.spc Europium_Oxide GDS33')","(0.03318262013445177, 0.016485043198329757, 0.013885520507607153, 0.00462576930471674, 0.0017486671472843986, 0.0015689252397723852, 0.00019271617835099484)"
HySudeB,"('c-black.spc Carbon_Black GDS68 sm.ap.', 'epsomite.spc Epsomite GDS149', 'h2o-ice.spc H2O-Ice GDS136 77K', 'lepidol2.spc Lepidolite NMNH105538', 'carnall2.spc Carnallite HS430.3B', 'brucite.spc Brucite HS247.3B', 'lizardi1.spc Lizardite NMNHR4687.a 280')","(0.08753325423956113, 0.06948298244518458, 0.025226277433842325, 0.01374618388492421, 0.009638927750829895, 0.007092190480054244, 0.0024231966315222163)"
HySudeB,"('natroli1.spc Natrolite HS169.3B', 'h2o-ice.spc H2O-Ice GDS136 77K', 'stilbit2.spc Stilbite HS482.3B', 'carnall2.spc Carnallite HS430.3B', 'carnall1.spc Carnallite NMNH98011')","(0.03682705146407067, 0.020446520109810983, 0.0020157352148302866, 0.0006279835839481262, 0.0006082760701023873)"
HySudeB,"('natroli2.spc Natrolite+Zeolit HS168.3B', 'natroli1.spc Natrolite HS169.3B', 'topazi.spc Topaz HS184.3B', 'kainite.spc Kainite NMNH83904')","(0.017585318527254947, 0.011352840242149014, 0.00559657268697372, 0.0010033313714507123)"
HySudeB,"('epsomite.spc Epsomite GDS149', 'natroli1.spc Natrolite HS169.3B', 'nontron5.spc Nontronite SWa-1.b  <2um', 'c-black.spc Carbon_Black GDS68 sm.ap.', 'lepidol5.spc Lepidolite NMNH105541', 'syngenit.spc Syngenite GDS139', 'chrysoco.spc Chrysocolla HS297.3B', 'colemani.spc Colemanite GDS143', 'brucite.spc Brucite HS247.3B', 'carnall1.spc Carnallite NMNH98011')","(0.08673788854108286, 0.01936030666262089, 0.018271999404601818, 0.01792251089136038, 0.015983753321453995, 0.011037387079341914, 0.00906218768224661, 0.005642901733663275, 0.0034487343111575873, 0.0014891283304119597)"
HySudeB,"('ulexite1.spc Ulexite HS441.3B', 'h2o-ice.spc H2O-Ice GDS136 77K', 'analcime.spc Analcime GDS1', 'c-black.spc Carbon_Black GDS68 sm.ap.', 'lepidol3.spc Lepidolite NMNH105543', 'kainite.spc Kainite NMNH83904')","(0.07978819283857307, 0.04222813635407082, 0.023517575584921135, 0.022171318359686495, 0.01267118212861034, 0.0027037782122007414)"
HySudeB,"('c-black.spc Carbon_Black GDS68 sm.ap.', 'bloedite.spc Bloedite GDS147', 'natroli1.spc Natrolite HS169.3B', 'lepidol3.spc Lepidolite NMNH105543', 'niter.spc Niter GDS43 (K-Saltpeter)', 'h2o-ice.spc H2O-Ice GDS136 77K', 'brucite.spc Brucite HS247.3B')","(0.06590484437873961, 0.028111442892977484, 0.02654738640648481, 0.01754076636474013, 0.01720875959140028, 0.013636062605012824, 0.009276035685232312)"
HySudeB,"('lepidol3.spc Lepidolite NMNH105543', 'kainite.spc Kainite NMNH83904', 'montmor3.spc Montmorillonite SCa-2.a', 'hyperst2.spc Hypersthene PYX02.h >250u', 'h2o-ice.spc H2O-Ice GDS136 77K', 'teepleit.spc Teepleite+Tron NMNH102798', 'europium.spc Europium_Oxide GDS33', 'niter.spc Niter GDS43 (K-Saltpeter)', 'ulexite1.spc Ulexite HS441.3B', 'brucite.spc Brucite HS247.3B', 'analcime.spc Analcime GDS1')","(0.04727425106814855, 0.041367128281536485, 0.02000237547937201, 0.012788496051230582, 0.009634313228510296, 0.009606802465617006, 0.006235818560390759, 0.0035718128717159613, 0.0023496826365268985, 0.0008364722674067595, 0.00027678840773785843)"
HySudeB,"('lepidol3.spc Lepidolite NMNH105543', 'kainite.spc Kainite NMNH83904', 'natroli2.spc Natrolite+Zeolit HS168.3B', 'natroli1.spc Natrolite HS169.3B', 'h2o-ice.spc H2O-Ice GDS136 77K', 'rhodoch1.spc Rhodochrosite HS338.3B', 'topazi.spc Topaz HS184.3B')","(0.036678568654325505, 0.02687705555426086, 0.021352370807935988, 0.009189726161981495, 0.008404592438889037, 0.005041297726927499, 0.0019594707289265698)"
HySudeB,"('kainite.spc Kainite NMNH83904', 'lepidol5.spc Lepidolite NMNH105541', 'syngenit.spc Syngenite GDS139', 'topaze.spc Topaz Mt._Antero_#5', 'mesolite.spc Mesolite+Hydroxyapop GDS6', 'lepidol4.spc Lepidolite NMNH88526-1')","(0.032150930620802855, 0.011998413188726261, 0.01107917785544159, 0.008878321113972548, 0.008223439572215505, 0.00045088763138238466)"
HySudeB,"('epsomite.spc Epsomite GDS149', 'c-black.spc Carbon_Black GDS68 sm.ap.', 'gypsum1.spc Gypsum HS333.3B', 'h2o-ice.spc H2O-Ice GDS136 77K', 'natroli1.spc Natrolite HS169.3B', 'niter.spc Niter GDS43 (K-Saltpeter)', 'lepidol3.spc Lepidolite NMNH105543', 'brucite.spc Brucite HS247.3B')","(0.053162778698581784, 0.04837235432648749, 0.027637333539818877, 0.026543217584921494, 0.022473142065131436, 0.017982314505318127, 0.01640687603284538, 0.015556567085362167)"
HySudeB,"('epsomite.spc Epsomite GDS149', 'kainite.spc Kainite NMNH83904', 'opal1.spc Opal WS732', 'lepidol5.spc Lepidolite NMNH105541', 'brucite.spc Brucite HS247.3B')","(0.06045910917525234, 0.056302958073452085, 0.045805912633232186, 0.01603977160533821, 0.0034577134937455066)"
HySudeB,"('a-chlori.spc Ammonium_Chloride GDS77', 'lepidol3.spc Lepidolite NMNH105543', 'bloedite.spc Bloedite GDS147', 'hyperst4.spc Hypersthene PYX02.b 120um', 'malachit.spc Malachite HS254.3B', 'natroli1.spc Natrolite HS169.3B', 'syngenit.spc Syngenite GDS139', 'azurite.spc Azurite WS316', 'gypsum1.spc Gypsum HS333.3B', 'mesolite.spc Mesolite+Hydroxyapop GDS6')","(0.033501903510568636, 0.033280484574297935, 0.031992315123728514, 0.022375621880496084, 0.01895496369621497, 0.015007033341136292, 0.011371624342891403, 0.0059122533289870435, 0.0018198873419087917, 0.0013698143379739056)"
HySudeB,"('natroli1.spc Natrolite HS169.3B',)","(0.018863537072185202,)"
HySudeB,"('ulexite1.spc Ulexite HS441.3B', 'teepleit.spc Teepleite+Tron NMNH102798', 'hyperst2.spc Hypersthene PYX02.h >250u', 'zoisite.spc Zoisite HS347.3B', 'c-black.spc Carbon_Black GDS68 sm.ap.', 'pinnoite.spc Pinnoite NMNH123943', 'analcime.spc Analcime GDS1', 'lepidol3.spc Lepidolite NMNH105543', 'natroli1.spc Natrolite HS169.3B', 'hyperst3.spc Hypersthene PYX02.c 180um', 'gypsum1.spc Gypsum HS333.3B', 'lepidol5.spc Lepidolite NMNH105541', 'brucite.spc Brucite HS247.3B')","(0.09204934669304746, 0.08480615400037057, 0.08010950529520638, 0.07837767062697938, 0.04878532803026245, 0.02751041173603051, 0.024840156486253043, 0.024217965052495617, 0.023231634709315534, 0.02229162986172266, 0.02211936949886022, 0.0167124081331853, 0.006819698934445378)"
HySudeB,"('natroli1.spc Natrolite HS169.3B', 'lepidol3.spc Lepidolite NMNH105543', 'niter.spc Niter GDS43 (K-Saltpeter)', 'bloedite.spc Bloedite GDS147', 'brucite.spc Brucite HS247.3B', 'syngenit.spc Syngenite GDS139', 'talc1.spc Talc GDS23 74-250um fr', 'montmor3.spc Montmorillonite SCa-2.a')","(0.03453098935563894, 0.011752211522489252, 0.009825056099043626, 0.006516625247738679, 0.0024654773615704726, 0.002218365417260964, 0.002161563483676743, 0.0016400243577166607)"
HySudeB,"('natroli2.spc Natrolite+Zeolit HS168.3B', 'topazi.spc Topaz HS184.3B')","(0.033886166693868854, 0.005273988558190586)"
HySudeB,"('muscovi4.spc Muscovite GDS113 Ruby', 'niter.spc Niter GDS43 (K-Saltpeter)', 'azurite.spc Azurite WS316', 'europium.spc Europium_Oxide GDS33', 'h2o-ice.spc H2O-Ice GDS136 77K', 'pinnoite.spc Pinnoite NMNH123943', 'phalite.spc Polyhalite NMNH92669-4', 'muscovic.spc Muscovite HS24.3', 'muscovi3.spc Muscovite GDS111 Guatemal', 'tourmali.spc Tourmaline HS282.2B', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.021743707692491183, 0.021381464091938484, 0.020868085630313, 0.01873110008781197, 0.014752037879734507, 0.012039833953140212, 0.008287287281666198, 0.007926341900443798, 0.007047261529713151, 0.003043561024656514, 0.0013110192107971498)"
HySudeB,"('lepidol3.spc Lepidolite NMNH105543', 'syngenit.spc Syngenite GDS139', 'nontron2.spc Nontronite NG-1.a', 'kainite.spc Kainite NMNH83904', 'niter.spc Niter GDS43 (K-Saltpeter)', 'lepidol5.spc Lepidolite NMNH105541', 'a-alunit.spc Ammonioalunite NMNH145596', 'natroli2.spc Natrolite+Zeolit HS168.3B', 'montmor8.spc Montmorillonite STx-1', 'vermicu2.spc Vermiculite VTx-1.a <250', 'topaze.spc Topaz Mt._Antero_#5', 'witherit.spc Witherite HS273.3B')","(0.026363732031053647, 0.014173597837624488, 0.012423943112681921, 0.01132965375620871, 0.011125281943485672, 0.010466451623405535, 0.009384035913584953, 0.007339800784666242, 0.005523253799510506, 0.005291116879232753, 0.0038689523800537113, 0.0029097256415118555)"
HySudeB,"('phalite.spc Polyhalite NMNH92669-4', 'lepidol5.spc Lepidolite NMNH105541', 'natroli1.spc Natrolite HS169.3B', 'analcime.spc Analcime GDS1', 'natroli2.spc Natrolite+Zeolit HS168.3B')","(0.022182317363562302, 0.01997133801599154, 0.019427872729439574, 0.016208462190145496, 0.00534772270289797)"
HySudeB,"('h2o-ice.spc H2O-Ice GDS136 77K', 'c-black.spc Carbon_Black GDS68 sm.ap.', 'lepidol3.spc Lepidolite NMNH105543', 'gypsum1.spc Gypsum HS333.3B', 'ulexite1.spc Ulexite HS441.3B', 'topazi.spc Topaz HS184.3B')","(0.08535792281585206, 0.030160823355793214, 0.02663620074734318, 0.016882337704059447, 0.013817647584225372, 9.276535770745797e-05)"
HySudeB,"('epsomite.spc Epsomite GDS149', 'lepidol5.spc Lepidolite NMNH105541', 'kainite.spc Kainite NMNH83904', 'natroli1.spc Natrolite HS169.3B', 'carnall2.spc Carnallite HS430.3B', 'brucite.spc Brucite HS247.3B', 'gypsum1.spc Gypsum HS333.3B', 'lepidol2.spc Lepidolite NMNH105538', 'stilbit2.spc Stilbite HS482.3B')","(0.1683852952505235, 0.0306113411913483, 0.028833682924275964, 0.011155822750356823, 0.008141131638876439, 0.00645045681753905, 0.002050350579251802, 0.0015874834841061798, 0.0012352299741930103)"
HySudeB,"('c-black.spc Carbon_Black GDS68 sm.ap.', 'h2o-ice.spc H2O-Ice GDS136 77K', 'lepidol5.spc Lepidolite NMNH105541', 'brucite.spc Brucite HS247.3B', 'natroli1.spc Natrolite HS169.3B', 'kainite.spc Kainite NMNH83904', 'gypsum1.spc Gypsum HS333.3B', 'carnall2.spc Carnallite HS430.3B', 'nontron3.spc Nontronite NG-1.b <2um fr', 'colemani.spc Colemanite GDS143', 'lepidol3.spc Lepidolite NMNH105543')","(0.11498471928243556, 0.06551543761857023, 0.026294449112287108, 0.026267840105175647, 0.022635368354063153, 0.01827944617413551, 0.015331279068620111, 0.01444034249119213, 0.00613339000697841, 0.004037772449846313, 0.0031898015408692347)"
HySudeB,"('kainite.spc Kainite NMNH83904', 'h2o-ice.spc H2O-Ice GDS136 77K', 'lepidol3.spc Lepidolite NMNH105543', 'syngenit.spc Syngenite GDS139', 'gypsum1.spc Gypsum HS333.3B', 'topaze.spc Topaz Mt._Antero_#5')","(0.044050189615450104, 0.03618094786123201, 0.033122249512837494, 0.004694396083343674, 0.00237812359895672, 0.0010943145063988023)"
