Technique,Ordered Name,Coefficient
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'beryl2.spc Beryl HS180.3B', 'pyrophy3.spc Pyrophyllite SU1421', 'carnall1.spc Carnallite NMNH98011')","(0.2147817313671112, 0.13206593692302704, 0.012227743864059448, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'rhodoch2.spc Rhodochrosite HS67 <250um', 'jarosit6.spc Jarosite JR2501 K')","(0.17215602099895477, 0.12696771323680878, 0.06100250780582428, 0.0178489051759243)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'beryl2.spc Beryl HS180.3B', 'montmor3.spc Montmorillonite SCa-2.a', 'pyrophy3.spc Pyrophyllite SU1421')","(0.19214561581611633, 0.12665559351444244, 0.0, 0.0)"
Forward Stepwise Regression,"('grossul3.spc Grossular WS485', 'analcime.spc Analcime GDS1')","(0.19744299352169037, 0.0)"
Forward Stepwise Regression,"('mizzoni3.spc Mizzonite HS350.3B HLSep', 'rhodoch2.spc Rhodochrosite HS67 <250um')","(0.3188800513744354, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'calcite3.spc Calcite CO2004')","(0.19558198750019073, 0.12873893976211548, 0.05218064785003662)"
Forward Stepwise Regression,"('galena3.spc Galena S102-1B', 'analcime.spc Analcime GDS1', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'mascagn1.spc Mascagnite GDS65.a (crs)', 'mizzoni4.spc Mizzonite HS351.3BS')","(0.3906261920928955, 0.2302350252866745, 0.14936909079551697, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'calcite2.spc Calcite HS48.3B', 'elbaite3.spc Elbaite NMNH94217-1.c <74')","(0.1544177383184433, 0.08965648710727692, 0.05554713308811188, 0.022905554622411728)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'kaosmec3.spc Kaolin/Smect H89-FR-2 50K', 'montmor8.spc Montmorillonite STx-1', 'strontia.spc Strontianite HS272.3B')","(0.1761969029903412, 0.0896724984049797, 0.06468664854764938, 0.04150610789656639)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'calcite1.spc Calcite WS272', 'topaze.spc Topaz Mt._Antero_#5', 'witherit.spc Witherite HS273.3B')","(0.1655389964580536, 0.15785659849643707, 0.03776516765356064, 0.002374877454712987, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'anorthi3.spc Anorthite HS349.3B', 'rhodoch2.spc Rhodochrosite HS67 <250um', 'tourmali.spc Tourmaline HS282.2B')","(0.16718222200870514, 0.11257732659578323, 0.06833004951477051, 0.0005283570499159396, 0.0)"
Forward Stepwise Regression,"('cptilol1.spc Clinoptilolite GDS2', 'kaolini3.spc Kaolinite KGa-2 (pxyl)', 'pectoli1.spc Pectolite NMNH94865.a', 'siderite.spc Siderite HS271.3B', 'colemani.spc Colemanite GDS143')","(0.26730889081954956, 0.06667124480009079, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('cummingt.spc Cummingtonite HS294.3B', 'analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'rhodoch2.spc Rhodochrosite HS67 <250um')","(0.2425377368927002, 0.17723526060581207, 0.10291403532028198, 0.0)"
Forward Stepwise Regression,"('illite3.spc Illite IMt-1.b <2um', 'analcime.spc Analcime GDS1', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'topazi.spc Topaz HS184.3B', 'roscoeli.spc Roscoelite EN124', 'nontron5.spc Nontronite SWa-1.b  <2um')","(0.20968207716941833, 0.17904061079025269, 0.08856349438428879, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('montmor8.spc Montmorillonite STx-1', 'analcime.spc Analcime GDS1', 'calcite2.spc Calcite HS48.3B', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.17705121636390686, 0.17508448660373688, 0.055879995226860046, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'grossul3.spc Grossular WS485')","(0.20070001482963562, 0.12371404469013214, 0.09706385433673859)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'pectoli2.spc Pectolite NMNH94865.b', 'calcite3.spc Calcite CO2004', 'lepidol1.spc Lepidolite HS167.3B')","(0.15650223195552826, 0.11526241153478622, 0.04020301252603531, 0.02887866087257862, 0.02064138650894165)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'bassanit.spc Bassanite GDS145 (syn)', 'rectori1.spc Rectorite ISR202 (RAr-1)', 'desertv2.spc Desert_Varnish GDS78A Rhy')","(0.19071482121944427, 0.06963406503200531, 0.039390645921230316, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'grossul3.spc Grossular WS485', 'cookeit2.spc Cookeite CAr-1.b 60-104um')","(0.13002677261829376, 0.11678754538297653, 0.10983298718929291, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'rhodoch2.spc Rhodochrosite HS67 <250um', 'montmor9.spc Montmorillonite+Illi CM37')","(0.19957450032234192, 0.06549079716205597, 0.0543341264128685, 0.0)"
Forward Stepwise Regression,"('mizzoni3.spc Mizzonite HS350.3B HLSep',)","(0.33998849987983704,)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'illite3.spc Illite IMt-1.b <2um', 'dolomit2.spc Dolomite COD2005', 'rhodoch2.spc Rhodochrosite HS67 <250um')","(0.1769375503063202, 0.1265486180782318, 0.08124607801437378, 0.024134419858455658, 0.023278802633285522)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'calcite3.spc Calcite CO2004', 'witherit.spc Witherite HS273.3B')","(0.20260781049728394, 0.13350394368171692, 0.06841664016246796, 0.0)"
Forward Stepwise Regression,"('diaspore.spc Diaspore HS416.3B', 'erionitm.spc Erionite+Merlinoit GDS144', 'carnall1.spc Carnallite NMNH98011')","(0.9823752641677856, 0.10742264986038208, 0.0)"
Forward Stepwise Regression,"('kaosmec5.spc Kaolin/Smect KLF511 12%K', 'analcime.spc Analcime GDS1', 'colemani.spc Colemanite GDS143', 'cordieri.spc Cordierite HS346.3B', 'calcite3.spc Calcite CO2004', 'jarosit1.spc Jarosite GDS99 K-y 200C')","(0.17249135673046112, 0.15912890434265137, 0.09707456827163696, 0.07316434383392334, 0.053534869104623795, 0.02308850735425949)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'beryl1.spc Beryl GDS9 <150um gs', 'neodymiu.spc Neodymium_Oxide GDS34')","(0.2406788468360901, 0.16863922774791718, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'strontia.spc Strontianite HS272.3B', 'pinnoite.spc Pinnoite NMNH123943', 'topaze.spc Topaz Mt._Antero_#5')","(0.14193721115589142, 0.06457650661468506, 0.06256046146154404, 0.050275273621082306, 0.04780661687254906, 0.008178367279469967)"
Forward Stepwise Regression,"('mizzoni4.spc Mizzonite HS351.3BS', 'analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1')","(0.1793542057275772, 0.13006968796253204, 0.0)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'rectori1.spc Rectorite ISR202 (RAr-1)', 'beryl2.spc Beryl HS180.3B', 'montmor3.spc Montmorillonite SCa-2.a', 'hectori2.spc Hectorite SHCa-1.Ac-B')","(0.19715352356433868, 0.11420813947916031, 0.06074346601963043, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'grossul3.spc Grossular WS485', 'rhodoch2.spc Rhodochrosite HS67 <250um')","(0.17290927469730377, 0.1040552407503128, 0.05514270067214966, 0.036646436899900436)"
Forward Stepwise Regression,"('mizzoni3.spc Mizzonite HS350.3B HLSep',)","(0.3645317256450653,)"
Forward Stepwise Regression,"('mizzoni3.spc Mizzonite HS350.3B HLSep', 'witherit.spc Witherite HS273.3B')","(0.36297711730003357, 0.0)"
Forward Stepwise Regression,"('grossul3.spc Grossular WS485', 'analcime.spc Analcime GDS1')","(0.24293380975723267, 0.0)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'mizzoni3.spc Mizzonite HS350.3B HLSep', 'brucite.spc Brucite HS247.3B', 'diaspore.spc Diaspore HS416.3B')","(0.2196575552225113, 0.17557653784751892, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec5.spc Kaolin/Smect KLF511 12%K', 'analcime.spc Analcime GDS1', 'riebeck2.spc Riebeckite HS326.3B')","(0.22251351177692413, 0.1700626164674759, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'dumortie.spc Dumortierite HS190.3B', 'strontia.spc Strontianite HS272.3B')","(0.1746646761894226, 0.12137218564748764, 0.0661054253578186, 0.031025106087327003)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'montmor7.spc Montmorillonite CM26', 'strontia.spc Strontianite HS272.3B')","(0.17416822910308838, 0.07784416526556015, 0.07627157121896744, 0.04495951905846596)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'strontia.spc Strontianite HS272.3B')","(0.1559218019247055, 0.1257915198802948, 0.058764006942510605, 0.03319687396287918)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'rhodoch2.spc Rhodochrosite HS67 <250um')","(0.1653323620557785, 0.12336517870426178, 0.06536239385604858)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'calcite3.spc Calcite CO2004')","(0.158207967877388, 0.14966629445552826, 0.05954933166503906)"
Forward Stepwise Regression,"('siderite.spc Siderite HS271.3B', 'analcime.spc Analcime GDS1', 'colemani.spc Colemanite GDS143', 'montmor1.spc Montmorillonite SWy-1', 'kaosmec5.spc Kaolin/Smect KLF511 12%K')","(0.16985729336738586, 0.16237203776836395, 0.08181647956371307, 0.07706966996192932, 0.030198276042938232)"
Forward Stepwise Regression,"('rhodoch2.spc Rhodochrosite HS67 <250um', 'montmor1.spc Montmorillonite SWy-1', 'montmor9.spc Montmorillonite+Illi CM37', 'analcime.spc Analcime GDS1', 'jarosit1.spc Jarosite GDS99 K-y 200C', 'phalite.spc Polyhalite NMNH92669-4')","(0.22204840183258057, 0.07515188306570053, 0.043827496469020844, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'rectori1.spc Rectorite ISR202 (RAr-1)', 'rhodoch2.spc Rhodochrosite HS67 <250um', 'mizzoni3.spc Mizzonite HS350.3B HLSep')","(0.3199070692062378, 0.12715618312358856, 0.0, 0.0)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'zoisite.spc Zoisite HS347.3B', 'cookeit3.spc Cookeite CAr-1.c <30um', 'strontia.spc Strontianite HS272.3B')","(0.20863430202007294, 0.18215984106063843, 0.060195550322532654, 0.005883127450942993, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'elbaite3.spc Elbaite NMNH94217-1.c <74')","(0.1741267591714859, 0.15035663545131683, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'bassanit.spc Bassanite GDS145 (syn)', 'beryl2.spc Beryl HS180.3B', 'montmor6.spc Montmorillonite CM20')","(0.13495299220085144, 0.1287396401166916, 0.08101267367601395, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'strontia.spc Strontianite HS272.3B', 'tourmali.spc Tourmaline HS282.2B', 'montmor8.spc Montmorillonite STx-1', 'topazi.spc Topaz HS184.3B', 'kaosmec5.spc Kaolin/Smect KLF511 12%K')","(0.20395846664905548, 0.09087366610765457, 0.04085440933704376, 0.040355268865823746, 0.029083669185638428, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'strontia.spc Strontianite HS272.3B')","(0.16038407385349274, 0.15867067873477936, 0.051038891077041626)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'montmor7.spc Montmorillonite CM26', 'strontia.spc Strontianite HS272.3B')","(0.17128723859786987, 0.08593647927045822, 0.07261762022972107, 0.03734069690108299)"
Forward Stepwise Regression,"('kaosmec5.spc Kaolin/Smect KLF511 12%K', 'analcime.spc Analcime GDS1', 'calcite3.spc Calcite CO2004')","(0.1799204796552658, 0.15727569162845612, 0.04453092813491821)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'montmor1.spc Montmorillonite SWy-1', 'rhodoch2.spc Rhodochrosite HS67 <250um', 'opal2.spc Opal TM8896 (Hyalite)')","(0.1530640721321106, 0.0831078439950943, 0.06504076719284058, 0.05145533010363579, 0.03471646085381508)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'calcite3.spc Calcite CO2004')","(0.2012445032596588, 0.11347547173500061, 0.06287455558776855)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'roscoeli.spc Roscoelite EN124', 'rhodoch2.spc Rhodochrosite HS67 <250um', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'topaze.spc Topaz Mt._Antero_#5')","(0.1568102091550827, 0.08525282144546509, 0.07869160175323486, 0.07261241227388382, 0.01414556335657835, 0.0)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'mizzoni3.spc Mizzonite HS350.3B HLSep')","(0.2740286886692047, 0.14671267569065094)"
Forward Stepwise Regression,"('montmor8.spc Montmorillonite STx-1', 'analcime.spc Analcime GDS1', 'dumortie.spc Dumortierite HS190.3B', 'rhodoch2.spc Rhodochrosite HS67 <250um')","(0.1582316756248474, 0.1434643715620041, 0.07249464094638824, 0.03309455141425133)"
Forward Stepwise Regression,"('montmor8.spc Montmorillonite STx-1', 'analcime.spc Analcime GDS1', 'rhodoch1.spc Rhodochrosite HS338.3B', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'howlite.spc Howlite GDS155', 'topazi.spc Topaz HS184.3B')","(0.14755545556545258, 0.13448895514011383, 0.04936423897743225, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'mizzoni3.spc Mizzonite HS350.3B HLSep')","(0.2787010669708252, 0.14225275814533234)"
Forward Stepwise Regression,"('montmor8.spc Montmorillonite STx-1', 'analcime.spc Analcime GDS1', 'beryl2.spc Beryl HS180.3B')","(0.26522573828697205, 0.1608676165342331, 0.0)"
Forward Stepwise Regression,"('hgrossul.spc Hydrogrossular NMNH120555', 'montmor2.spc Montmorillonite SAz-1', 'erionitm.spc Erionite+Merlinoit GDS144', 'howlite.spc Howlite GDS155')","(0.30560049414634705, 0.13366875052452087, 0.03610910847783089, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'beryl2.spc Beryl HS180.3B', 'montmor8.spc Montmorillonite STx-1', 'strontia.spc Strontianite HS272.3B', 'actinol3.spc Actinolite HS315.4B', 'montmor6.spc Montmorillonite CM20', 'europium.spc Europium_Oxide GDS33')","(0.15319882333278656, 0.13681834936141968, 0.0463651567697525, 0.04334685206413269, 0.025798583403229713, 0.01021229475736618, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'calcite3.spc Calcite CO2004')","(0.17491444945335388, 0.12857449054718018, 0.05396123230457306)"
Forward Stepwise Regression,"('mizzoni3.spc Mizzonite HS350.3B HLSep', 'witherit.spc Witherite HS273.3B')","(0.32662534713745117, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'kaosmec5.spc Kaolin/Smect KLF511 12%K', 'calcite3.spc Calcite CO2004', 'topaze.spc Topaz Mt._Antero_#5')","(0.178213432431221, 0.14173229038715363, 0.06112965941429138, 0.0)"
Forward Stepwise Regression,"('topaze.spc Topaz Mt._Antero_#5', 'illite3.spc Illite IMt-1.b <2um', 'analcime.spc Analcime GDS1', 'calcite3.spc Calcite CO2004')","(0.22874495387077332, 0.20895814895629883, 0.0, 0.0)"
Forward Stepwise Regression,"('rhodoch2.spc Rhodochrosite HS67 <250um', 'cordieri.spc Cordierite HS346.3B', 'mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1')","(0.40142208337783813, 0.20820219814777374, 0.032873064279556274, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor1.spc Montmorillonite SWy-1', 'montmor8.spc Montmorillonite STx-1', 'calcite2.spc Calcite HS48.3B', 'topaze.spc Topaz Mt._Antero_#5', 'strontia.spc Strontianite HS272.3B')","(0.16141584515571594, 0.13351280987262726, 0.054702773690223694, 0.03035935014486313, 0.012074694037437439, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'mascagn1.spc Mascagnite GDS65.a (crs)', 'dumortie.spc Dumortierite HS190.3B', 'erionito.spc Erionite+Offretite GDS72')","(0.19176441431045532, 0.16457219421863556, 0.11774049699306488, 0.08009980618953705, 0.0)"
Forward Stepwise Regression,"('rectori1.spc Rectorite ISR202 (RAr-1)', 'neodymiu.spc Neodymium_Oxide GDS34', 'analcime.spc Analcime GDS1', 'bassanit.spc Bassanite GDS145 (syn)', 'illite1.spc Illite GDS4 (Marblehead)', 'brucite.spc Brucite HS247.3B')","(0.2245524823665619, 0.1542220413684845, 0.14013659954071045, 0.032458577305078506, 0.0, 0.0)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'montmor8.spc Montmorillonite STx-1', 'kaosmec1.spc Kaolin/Smect KLF506 95%K', 'serpent2.spc Serpentine HS8.3B', 'analcime.spc Analcime GDS1')","(0.1420333832502365, 0.11700953543186188, 0.11301068961620331, 0.07393095642328262, 0.0)"
Forward Stepwise Regression,"('montmor1.spc Montmorillonite SWy-1', 'lizardi1.spc Lizardite NMNHR4687.a 280', 'bassanit.spc Bassanite GDS145 (syn)', 'rhodoch1.spc Rhodochrosite HS338.3B', 'analcime.spc Analcime GDS1')","(0.1571185290813446, 0.15147753059864044, 0.09835021942853928, 0.041375622153282166, 0.0)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'mizzoni3.spc Mizzonite HS350.3B HLSep', 'montmor4.spc Montmorillonite SCa-2.b', 'kaolini4.spc Kaolinite KL502 (pxyl)')","(0.19658499956130981, 0.13537125289440155, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'strontia.spc Strontianite HS272.3B', 'muscovi3.spc Muscovite GDS111 Guatemal')","(0.17076170444488525, 0.15166886150836945, 0.04092097282409668, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'montmor8.spc Montmorillonite STx-1', 'calcite2.spc Calcite HS48.3B', 'montmor5.spc Montmorillonite CM27')","(0.17176245152950287, 0.12203492224216461, 0.05195233225822449, 0.03497416898608208)"
Forward Stepwise Regression,"('mizzoni3.spc Mizzonite HS350.3B HLSep', 'antigor4.spc Antigorite NMNH96917 70um')","(0.2929595410823822, 0.0)"
