Technique,Ordered Name,Coefficient
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'strontia.spc Strontianite HS272.3B', 'kaolini1.spc Kaolinite CM9')","(0.17714196458249348, 0.06588622242126571, 0.01685631613976274, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'strontia.spc Strontianite HS272.3B', 'howlite.spc Howlite GDS155', 'ulexite1.spc Ulexite HS441.3B')","(0.3310313240133546, 0.14442930341283952, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'strontia.spc Strontianite HS272.3B')","(0.4040560431758545, 0.11690453455777412, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'kaolini1.spc Kaolinite CM9', 'datolit2.spc Datolite SU51399', 'cchlore4.spc Clinochlore GDS159', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.2157320364006215, 0.14708160925196367, 0.08998411017907704, 0.007722521471263751, 0.0, 0.0)"
Forward Stepwise Regression,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'datolit2.spc Datolite SU51399')","(0.2358347439997932, 0.20584304514768062, 0.07691242284451176, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'kainite.spc Kainite NMNH83904', 'halloys5.spc Halloysite+Kaolinite CM29')","(0.2218735186374845, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('kaolini5.spc Kaolinite GDS11 <63um', 'analcime.spc Analcime GDS1', 'halloys3.spc Halloysite CM13', 'antigor4.spc Antigorite NMNH96917 70um', 'dickite1.spc Dickite NMNH106242')","(0.23071023376867011, 0.17159858769879818, 0.05906462769523813, 0.0, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1')","(0.392897569785477, 0.15471434648493465)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'howlite.spc Howlite GDS155', 'rhodoch1.spc Rhodochrosite HS338.3B', 'brucite.spc Brucite HS247.3B', 'neodymiu.spc Neodymium_Oxide GDS34', 'gypsum1.spc Gypsum HS333.3B')","(0.27148811299060677, 0.1263009332618849, 0.1053542562000963, 0.00934681274369333, 0.0, 0.0)"
Forward Stepwise Regression,"('antigor1.spc Antigorite NMNH96917 >250', 'brucite.spc Brucite HS247.3B', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'kaolini2.spc Kaolinite KGa-1 (wxyl)', 'analcime.spc Analcime GDS1')","(0.22031788036647365, 0.03868827389641734, 0.01901649930536675, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'alunite5.spc Alunite HS295.3B', 'howlite.spc Howlite GDS155', 'rhodoch1.spc Rhodochrosite HS338.3B', 'topazi.spc Topaz HS184.3B', 'datolit2.spc Datolite SU51399')","(0.3033054377660854, 0.10596193115081942, 0.06840219785438376, 0.04090505283480771, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'brucite.spc Brucite HS247.3B', 'sphaler5.spc Sphalerite S26-35', 'pyrophy1.spc Pyrophyllite PYS1A fine g')","(0.25720891616283975, 0.14773279995093783, 0.025984184563564897, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'brucite.spc Brucite HS247.3B', 'pectoli1.spc Pectolite NMNH94865.a')","(0.27290144186046406, 0.12485010630497184, 0.01919295251811425, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'dickite1.spc Dickite NMNH106242')","(0.24101989668795012, 0.1623810852786773, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'elbaite2.spc Elbaite NMNH94217-1.b 196', 'lepidol4.spc Lepidolite NMNH88526-1', 'pyrophy3.spc Pyrophyllite SU1421')","(0.20532813550950785, 0.1371224287099815, 0.024841060736680125, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'howlite.spc Howlite GDS155', 'gypsum1.spc Gypsum HS333.3B', 'strontia.spc Strontianite HS272.3B')","(0.30642476596839296, 0.12732669377415945, 0.02211967937086666, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'alunite5.spc Alunite HS295.3B', 'datolit1.spc Datolite HS442.3B', 'thuring3.spc Thuringite SMR-15.c  32um')","(0.24524718493683567, 0.14895665437925096, 0.05025173007022309, 0.0, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'sphaler5.spc Sphalerite S26-35', 'pyrophy2.spc Pyrophyllite PYS1A <850um')","(0.3401948015556069, 0.1543319645638007, 0.0, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1')","(0.44169380694631, 0.13657322641116557)"
Forward Stepwise Regression,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'halloys3.spc Halloysite CM13', 'chlorit4.spc Chlorite SMR-13.c 45-60um', 'pyrophy3.spc Pyrophyllite SU1421')","(0.2276496560521328, 0.17089353847770788, 0.07224669657948582, 0.023514466985724975, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'topazi.spc Topaz HS184.3B', 'pinnoite.spc Pinnoite NMNH123943')","(0.38115951469994397, 0.14935116575406537, 0.13601469926266696, 0.0)"
Forward Stepwise Regression,"('nontron2.spc Nontronite NG-1.a', 'pinnoite.spc Pinnoite NMNH123943', 'limonite.spc Limonite HS41.3', 'endellit.spc Endellite GDS16', 'brucite.spc Brucite HS247.3B', 'beryl2.spc Beryl HS180.3B', 'alunite4.spc Alunite AL706 Na')","(0.29873070188706435, 0.10398027166933616, 0.06870073932419678, 0.03204407848299274, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'analcime.spc Analcime GDS1', 'topaze.spc Topaz Mt._Antero_#5')","(0.3540962311693357, 0.11654302399507828, 0.09543834556878361, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'pyrophy2.spc Pyrophyllite PYS1A <850um', 'lepidol4.spc Lepidolite NMNH88526-1')","(0.2575912539012742, 0.14965862850189998, 0.027621287184790684, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'zoisite.spc Zoisite HS347.3B', 'howlite.spc Howlite GDS155')","(0.3200128621112148, 0.12155459463468951, 0.11040621700386546)"
Forward Stepwise Regression,"('kaolini1.spc Kaolinite CM9', 'analcime.spc Analcime GDS1', 'halloys3.spc Halloysite CM13', 'lizardi4.spc Lizardite NMNHR4687.d <30', 'dickite1.spc Dickite NMNH106242')","(0.22065359440617116, 0.14651012487297924, 0.10164333846524763, 0.04677553702900693, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'brucite.spc Brucite HS247.3B', 'sphaler2.spc Sphalerite S102-7')","(0.33499920450405707, 0.12738687691550002, 0.0, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1')","(0.40935033791455744, 0.13344004053293923)"
Forward Stepwise Regression,"('carnall2.spc Carnallite HS430.3B', 'kaolini5.spc Kaolinite GDS11 <63um', 'analcime.spc Analcime GDS1')","(0.3447458443534773, 0.13529085296193424, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1')","(0.5336012085816566, 0.09232899317063047)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'halloys3.spc Halloysite CM13', 'mizzoni4.spc Mizzonite HS351.3BS', 'kaolini4.spc Kaolinite KL502 (pxyl)')","(0.15509598477035094, 0.0333284879476946, 0.0, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'dickite1.spc Dickite NMNH106242')","(0.35827182844131283, 0.1729195053654877, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'rhodoch1.spc Rhodochrosite HS338.3B', 'howlite.spc Howlite GDS155')","(0.4452281549156806, 0.13923944252761236, 0.0724718506545326, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'analcime.spc Analcime GDS1', 'gibbsit1.spc Gibbsite HS423.3B')","(0.22703555175466658, 0.15909100621278158, 0.03359688705998295, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'kaolini5.spc Kaolinite GDS11 <63um')","(0.1783425605935902, 0.11152490920347159, 0.05703388338342242, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'calcite2.spc Calcite HS48.3B')","(0.3819293478077188, 0.13785135884085206, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'zoisite.spc Zoisite HS347.3B', 'howlite.spc Howlite GDS155')","(0.34483487640420335, 0.12300653034985098, 0.10219691743955275)"
Forward Stepwise Regression,"('kaolini2.spc Kaolinite KGa-1 (wxyl)', 'brucite.spc Brucite HS247.3B', 'analcime.spc Analcime GDS1', 'epsomite.spc Epsomite GDS149')","(0.06611118584962021, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('lizardi1.spc Lizardite NMNHR4687.a 280', 'analcime.spc Analcime GDS1', 'topaze.spc Topaz Mt._Antero_#5', 'kaolini8.spc Kaolinite CM7')","(0.15993747269798358, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'halloys3.spc Halloysite CM13', 'dickite1.spc Dickite NMNH106242')","(0.19563092974199978, 0.1564884377478466, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'mizzoni4.spc Mizzonite HS351.3BS')","(0.40336800436193004, 0.11748058643875584, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1')","(0.5119144084173336, 0.11101455879194061)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'datolit1.spc Datolite HS442.3B', 'opal1.spc Opal WS732')","(0.4171486122272036, 0.14593045902680765, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'howlite.spc Howlite GDS155', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.4481108287457567, 0.09475319444201044, 0.0899850311015034, 0.0)"
Forward Stepwise Regression,"('chabazit.spc Chabazite HS193.3B', 'brucite.spc Brucite HS247.3B', 'teepleit.spc Teepleite+Tron NMNH102798', 'halloys5.spc Halloysite+Kaolinite CM29', 'mirabili.spc Mirabilite GDS150 Na2SO4')","(0.12046270190849369, 0.0, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'grossul1.spc Grossular HS113.3B-HCL', 'kaolini1.spc Kaolinite CM9')","(0.21301103358295426, 0.17412248830092225, 0.0, 0.0)"
Forward Stepwise Regression,"('kaolini3.spc Kaolinite KGa-2 (pxyl)', 'analcime.spc Analcime GDS1', 'pyrophy1.spc Pyrophyllite PYS1A fine g')","(0.19280007826620443, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'zoisite.spc Zoisite HS347.3B', 'howlite.spc Howlite GDS155')","(0.33608910771875783, 0.14449267621259962, 0.09009547669881184)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'alunite3.spc Alunite GDS82 Na82', 'rhodoch1.spc Rhodochrosite HS338.3B', 'howlite.spc Howlite GDS155')","(0.23721636574275032, 0.13396760318522902, 0.13279907264490756, 0.05889165697778323, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'rhodoch1.spc Rhodochrosite HS338.3B', 'howlite.spc Howlite GDS155', 'alunite6.spc Alunite SUSTDA-20')","(0.3452868913296594, 0.1416461621130449, 0.06652677384758439, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'halloys3.spc Halloysite CM13', 'dickite1.spc Dickite NMNH106242', 'rhodoch1.spc Rhodochrosite HS338.3B')","(0.18417124530593204, 0.12805119032815743, 0.0, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'strontia.spc Strontianite HS272.3B')","(0.4585712458225727, 0.11732309322599217, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'chlorit3.spc Chlorite SMR-13.b 60-104u', 'dickite1.spc Dickite NMNH106242')","(0.2591558901856047, 0.17314363548159098, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'mizzoni4.spc Mizzonite HS351.3BS', 'rivadavi.spc Rivadavite NMNH170164', 'howlite.spc Howlite GDS155', 'lizardi1.spc Lizardite NMNHR4687.a 280')","(0.4238482922951455, 0.10403512587695155, 0.06859300259908048, 0.010710869848155774, 0.0, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'dolomit1.spc Dolomite HS102.3B')","(0.3770997040822929, 0.16706327213637198, 0.0)"
Forward Stepwise Regression,"('elbaite1.spc Elbaite NMNH94217-1.a 659', 'analcime.spc Analcime GDS1', 'brucite.spc Brucite HS247.3B', 'kaolini3.spc Kaolinite KGa-2 (pxyl)', 'strontia.spc Strontianite HS272.3B', 'gypsum1.spc Gypsum HS333.3B')","(0.1474183012906912, 0.04362653902353041, 0.0, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('bassanit.spc Bassanite GDS145 (syn)', 'kaolini5.spc Kaolinite GDS11 <63um', 'calcite1.spc Calcite WS272', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'pyrophy3.spc Pyrophyllite SU1421')","(0.24872223403710222, 0.1724974112153753, 0.03399698988149891, 0.009903705826035957, 0.0)"
Forward Stepwise Regression,"('kaolini5.spc Kaolinite GDS11 <63um', 'bassanit.spc Bassanite GDS145 (syn)', 'dolomit1.spc Dolomite HS102.3B', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1')","(0.1971446677120199, 0.10937363628699157, 0.050542702690748995, 0.03231120609689085, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'brucite.spc Brucite HS247.3B')","(0.39433409827055393, 0.10141168884168983, 0.09908290901453146)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'brucite.spc Brucite HS247.3B', 'sphaler5.spc Sphalerite S26-35')","(0.30913699650502824, 0.15257395842326718, 0.0155181121930081, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'sepioli1.spc Sepiolite SepNev-1.AcB', 'howlite.spc Howlite GDS155', 'brucite.spc Brucite HS247.3B', 'elbaite1.spc Elbaite NMNH94217-1.a 659', 'neodymiu.spc Neodymium_Oxide GDS34')","(0.3190307756440871, 0.0988992681213086, 0.09724364770505041, 0.03923016735289349, 0.009089220933466808, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'sepioli1.spc Sepiolite SepNev-1.AcB')","(0.4528573315956796, 0.12611516328954833, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1', 'lepidol3.spc Lepidolite NMNH105543')","(0.45633785720069947, 0.15465267378225034, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'dumortie.spc Dumortierite HS190.3B')","(0.5353972975978787, 0.1552423579177273, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'brucite.spc Brucite HS247.3B', 'sphaler3.spc Sphalerite S102-8')","(0.3270011919986885, 0.1550417506569329, 0.032067566686441014, 0.0)"
Forward Stepwise Regression,"('kaolini2.spc Kaolinite KGa-1 (wxyl)', 'anthophi.spc Anthophyllite HS286.3B', 'bassanit.spc Bassanite GDS145 (syn)', 'chrysoco.spc Chrysocolla HS297.3B')","(0.23534108220529093, 0.22198293683769202, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'zoisite.spc Zoisite HS347.3B', 'howlite.spc Howlite GDS155', 'pyrophy3.spc Pyrophyllite SU1421')","(0.33911192202733054, 0.13383602966883792, 0.09073370629925513, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'howlite.spc Howlite GDS155', 'saponit1.spc Saponite SapCa-1', 'brucite.spc Brucite HS247.3B', 'pyrophy1.spc Pyrophyllite PYS1A fine g', 'neodymiu.spc Neodymium_Oxide GDS34')","(0.3461280755764475, 0.10168617204936482, 0.07381429747141845, 0.0522660301309026, 0.0309247262941175, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'neodymiu.spc Neodymium_Oxide GDS34', 'brucite.spc Brucite HS247.3B', 'howlite.spc Howlite GDS155')","(0.3243290345931308, 0.08267063939480555, 0.05770581417915961, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1')","(0.43232383162598415, 0.149554940611502)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'bassanit.spc Bassanite GDS145 (syn)')","(0.42150262462534915, 0.18330749582778497)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'rhodoch1.spc Rhodochrosite HS338.3B', 'howlite.spc Howlite GDS155')","(0.38539513820149723, 0.111977997377244, 0.09029813726370153, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'elbaite2.spc Elbaite NMNH94217-1.b 196', 'brucite.spc Brucite HS247.3B', 'analcime.spc Analcime GDS1')","(0.2785348353596504, 0.16208946393746754, 0.09943624213230849, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'brucite.spc Brucite HS247.3B', 'elbaite2.spc Elbaite NMNH94217-1.b 196')","(0.3673473326741505, 0.13089573071778463, 0.08175867302047789, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'datolit2.spc Datolite SU51399', 'neodymiu.spc Neodymium_Oxide GDS34', 'brucite.spc Brucite HS247.3B', 'howlite.spc Howlite GDS155')","(0.3319378664284475, 0.1030882934099362, 0.07340019034382081, 0.0585751812059779, 0.0)"
Forward Stepwise Regression,"('kaolini6.spc Kaolinite CM3', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'analcime.spc Analcime GDS1', 'howlite.spc Howlite GDS155', 'brucite.spc Brucite HS247.3B', 'neodymiu.spc Neodymium_Oxide GDS34', 'margarit.spc Margarite GDS106')","(0.13756627403699564, 0.032019266770189486, 0.028608097877097543, 0.022412350230141632, 0.01358101112503686, 0.0, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'mizzoni4.spc Mizzonite HS351.3BS', 'howlite.spc Howlite GDS155')","(0.43683302481686764, 0.12943921388320992, 0.07998841305187525, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'colemani.spc Colemanite GDS143', 'pinnoite.spc Pinnoite NMNH123943')","(0.4132488115014865, 0.17135397879597114, 0.11413171082189749, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'neodymiu.spc Neodymium_Oxide GDS34', 'howlite.spc Howlite GDS155', 'zoisite.spc Zoisite HS347.3B')","(0.30581972689018727, 0.09455410165117743, 0.08647694849408608, 0.0)"
Forward Stepwise Regression,"('halloys3.spc Halloysite CM13', 'analcime.spc Analcime GDS1')","(0.4016604276536136, 0.16023497330220748)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'howlite.spc Howlite GDS155', 'brucite.spc Brucite HS247.3B', 'zoisite.spc Zoisite HS347.3B', 'epidote1.spc Epidote GDS26.a 75-200um')","(0.4065671331756994, 0.09281124604876886, 0.08474954658051163, 0.0010227335986268643, 0.0)"
Forward Stepwise Regression,"('kaosmec2.spc Kaolin/Smect KLF508 85%K', 'brucite.spc Brucite HS247.3B', 'rhodoch1.spc Rhodochrosite HS338.3B', 'howlite.spc Howlite GDS155')","(0.43568286027905506, 0.14786905194892797, 0.06958733302740883, 0.0)"
