Technique,Ordered Name,Coefficient
Forward Stepwise Regression,"('alunite5.spc Alunite HS295.3B', 'analcime.spc Analcime GDS1', 'jarosit6.spc Jarosite JR2501 K', 'alunite6.spc Alunite SUSTDA-20')","(0.37591867473663443, 0.1679885762562246, 0.06413678964847708, 0.04789472532342978)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'alunite6.spc Alunite SUSTDA-20')","(0.315722998237645, 0.17746676264978603, 0.02843613490123754)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'pinnoite.spc Pinnoite NMNH123943')","(0.42252352126364995, 0.0)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'actinol5.spc Actinolite NMNHR16485', 'alunite3.spc Alunite GDS82 Na82')","(0.21548167810053223, 0.17543181223838666, 0.06651877990143143, 0.05588244436731049)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'alunite1.spc Alunite GDS84 Na03', 'howlite.spc Howlite GDS155', 'margarit.spc Margarite GDS106')","(0.3088363065652658, 0.08101024621583462, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'datolit1.spc Datolite HS442.3B', 'ulexite1.spc Ulexite HS441.3B', 'halloys5.spc Halloysite+Kaolinite CM29')","(0.36490174513937257, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155')","(0.47501504008784057, 0.08199855532852636)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155')","(0.4442421193716359, 0.0)"
Forward Stepwise Regression,"('alunite5.spc Alunite HS295.3B', 'alunite3.spc Alunite GDS82 Na82', 'jarosit9.spc Jarosite SJ-1 H3O - 10-20%', 'dolomit1.spc Dolomite HS102.3B', 'pinnoite.spc Pinnoite NMNH123943')","(0.2948378083679863, 0.17925120691875407, 0.10782699521617733, 0.058647613383204164, 0.0)"
Forward Stepwise Regression,"('alunite5.spc Alunite HS295.3B', 'analcime.spc Analcime GDS1', 'jarosit1.spc Jarosite GDS99 K-y 200C', 'calcite2.spc Calcite HS48.3B', 'alunite6.spc Alunite SUSTDA-20', 'colemani.spc Colemanite GDS143')","(0.40378377141188715, 0.1840068807584161, 0.04541939332514122, 0.026357103763848467, 0.004578529714824562, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'alunite1.spc Alunite GDS84 Na03', 'rhodoch1.spc Rhodochrosite HS338.3B', 'pinnoite.spc Pinnoite NMNH123943')","(0.27522391513696354, 0.007747566808035247, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'rivadavi.spc Rivadavite NMNH170164', 'howlite.spc Howlite GDS155', 'neodymiu.spc Neodymium_Oxide GDS34')","(0.3330226643966717, 0.0375552931385933, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'datolit1.spc Datolite HS442.3B', 'epsomite.spc Epsomite GDS149')","(0.4481822036386496, 0.09614152744972915, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'dolomit1.spc Dolomite HS102.3B')","(0.5063417716626474, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155', 'brucite.spc Brucite HS247.3B')","(0.430698553347871, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155')","(0.4412856438589883, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'pinnoite.spc Pinnoite NMNH123943')","(0.4626216557939785, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'rivadavi.spc Rivadavite NMNH170164', 'howlite.spc Howlite GDS155', 'alunite5.spc Alunite HS295.3B', 'dolomit2.spc Dolomite COD2005')","(0.323463044807806, 0.16304154119525024, 0.054391691751146214, 0.030016613644867064, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'pinnoite.spc Pinnoite NMNH123943', 'alunite1.spc Alunite GDS84 Na03', 'dolomit1.spc Dolomite HS102.3B')","(0.2272573834757134, 0.03526224300241602, 0.0008464190729621961, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'halloys4.spc Halloysite KLH503', 'dolomit1.spc Dolomite HS102.3B', 'ulexite1.spc Ulexite HS441.3B', 'sbicarbo.spc Sodium_Bicarbonate GDS55')","(0.18535680109006003, 0.019050456279734833, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'pinnoite.spc Pinnoite NMNH123943', 'datolit2.spc Datolite SU51399')","(0.36984353205404974, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'analcime.spc Analcime GDS1', 'alunite1.spc Alunite GDS84 Na03', 'dolomit1.spc Dolomite HS102.3B')","(0.1395821154726648, 0.13239241861459566, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'alunite3.spc Alunite GDS82 Na82', 'alunite1.spc Alunite GDS84 Na03', 'prochlo1.spc Prochlorite SMR-14.a 115u', 'howlite.spc Howlite GDS155', 'carnall1.spc Carnallite NMNH98011')","(0.13064530198674001, 0.13005672045586908, 0.12444715014110426, 0.09867210035906239, 0.028483561499247828, 0.015505512461826215)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'analcime.spc Analcime GDS1')","(0.35696161336451454, 0.0842822530422937)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'brucite.spc Brucite HS247.3B', 'a-alunit.spc Ammonioalunite NMNH145596')","(0.3848798329142561, 0.003147827914171606, 0.0)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155', 'analcime.spc Analcime GDS1', 'andradi2.spc Andradite HS111.3B')","(0.0956105523074682, 0.07707613727669654, 0.06848851106093425, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'pinnoite.spc Pinnoite NMNH123943')","(0.40226429497699445, 0.0)"
Forward Stepwise Regression,"('rhodoch1.spc Rhodochrosite HS338.3B', 'alunite3.spc Alunite GDS82 Na82', 'alunite1.spc Alunite GDS84 Na03', 'howlite.spc Howlite GDS155', 'cptilol1.spc Clinoptilolite GDS2')","(0.1949140276290594, 0.08144510906490295, 0.07502959595404654, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'pinnoite.spc Pinnoite NMNH123943')","(0.42876226114315785, 0.0)"
Forward Stepwise Regression,"('spessar1.spc Spessartine NMNH14143', 'alunite1.spc Alunite GDS84 Na03', 'brucite.spc Brucite HS247.3B', 'analcime.spc Analcime GDS1')","(0.223669306353535, 0.19239221561738817, 0.1536475807335717, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'analcime.spc Analcime GDS1')","(0.40033258986037074, 0.09016983137105623)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'analcime.spc Analcime GDS1')","(0.35471940318213996, 0.1172441284405611)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'alunite5.spc Alunite HS295.3B', 'howlite.spc Howlite GDS155')","(0.3164630221461939, 0.050688889506536924, 0.0)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'howlite.spc Howlite GDS155', 'alunite4.spc Alunite AL706 Na', 'dolomit2.spc Dolomite COD2005')","(0.23277284885068714, 0.08613269853519588, 0.05092789355271652, 0.049950546567853735, 0.046053045740455975)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155')","(0.3961382105774297, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'dolomit2.spc Dolomite COD2005', 'topazi.spc Topaz HS184.3B', 'alunite1.spc Alunite GDS84 Na03', 'howlite.spc Howlite GDS155', 'gypsum1.spc Gypsum HS333.3B')","(0.1886596161159468, 0.044073850794819826, 0.025396672439885953, 0.016790721352040516, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155')","(0.4495610425878228, 0.0)"
Forward Stepwise Regression,"('calcite2.spc Calcite HS48.3B', 'analcime.spc Analcime GDS1', 'alunite3.spc Alunite GDS82 Na82', 'alunite1.spc Alunite GDS84 Na03')","(0.22688639487539686, 0.194317731444483, 0.025851492127432218, 0.0)"
Forward Stepwise Regression,"('dolomit2.spc Dolomite COD2005', 'analcime.spc Analcime GDS1', 'alunite3.spc Alunite GDS82 Na82', 'andradi2.spc Andradite HS111.3B', 'alunite1.spc Alunite GDS84 Na03')","(0.20993786557700395, 0.16526617916485248, 0.0587116446850904, 0.0506928262127458, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'alunite3.spc Alunite GDS82 Na82', 'alunite1.spc Alunite GDS84 Na03', 'mascagn1.spc Mascagnite GDS65.a (crs)')","(0.24647952293522707, 0.06569020524106294, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'alunite3.spc Alunite GDS82 Na82', 'alunite1.spc Alunite GDS84 Na03', 'mascagn1.spc Mascagnite GDS65.a (crs)')","(0.243804779951774, 0.07636790513773543, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'alunite1.spc Alunite GDS84 Na03')","(0.2822528521517837, 0.0)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'alunite6.spc Alunite SUSTDA-20', 'bassanit.spc Bassanite GDS145 (syn)', 'rhodoch1.spc Rhodochrosite HS338.3B', 'analcime.spc Analcime GDS1', 'zoisite.spc Zoisite HS347.3B')","(0.2104448244108993, 0.11827231757769507, 0.08607475135655585, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155')","(0.3768505269321399, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155')","(0.4316342583174891, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'alunite3.spc Alunite GDS82 Na82', 'sbicarbo.spc Sodium_Bicarbonate GDS55', 'beryl2.spc Beryl HS180.3B', 'alunite1.spc Alunite GDS84 Na03')","(0.1883927148313534, 0.03943305559186527, 0.010637931717846959, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'alunite3.spc Alunite GDS82 Na82', 'elbaite3.spc Elbaite NMNH94217-1.c <74', 'alunite1.spc Alunite GDS84 Na03', 'andradi2.spc Andradite HS111.3B')","(0.15287944505920856, 0.10568692128857868, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'alunite1.spc Alunite GDS84 Na03', 'alunite3.spc Alunite GDS82 Na82', 'elbaite3.spc Elbaite NMNH94217-1.c <74', 'quartz1.spc Quartz HS117.3B Aventurin', 'plimonit.spc Pitch_Limonite GDS104 Cu')","(0.20130676309956028, 0.17687729276737116, 0.053804941252556845, 0.04071069606435304, 0.005375835454468527, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155', 'pinnoite.spc Pinnoite NMNH123943', 'dolomit1.spc Dolomite HS102.3B')","(0.3874425044993163, 0.061830845085032476, 0.03388118669340244, 0.0)"
Forward Stepwise Regression,"('analcime.spc Analcime GDS1', 'microcl3.spc Microcline HS107.3B', 'alunite3.spc Alunite GDS82 Na82', 'alunite1.spc Alunite GDS84 Na03', 'alunite2.spc Alunite GDS83 Na63')","(0.16588267575358615, 0.14164115052009846, 0.1355149682496229, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'alunite5.spc Alunite HS295.3B', 'howlite.spc Howlite GDS155', 'mizzoni3.spc Mizzonite HS350.3B HLSep', 'chrysoco.spc Chrysocolla HS297.3B', 'alunite2.spc Alunite GDS83 Na63')","(0.1868869815691569, 0.09470359076486268, 0.0, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'calcite2.spc Calcite HS48.3B', 'rivadavi.spc Rivadavite NMNH170164', 'howlite.spc Howlite GDS155', 'alunite5.spc Alunite HS295.3B')","(0.21863247368851163, 0.18235145930915436, 0.04531271698161613, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'alunite1.spc Alunite GDS84 Na03', 'dolomit1.spc Dolomite HS102.3B', 'gibbsit1.spc Gibbsite HS423.3B', 'teepleit.spc Teepleite+Tron NMNH102798')","(0.24984717590762254, 0.2191472592422284, 0.1819568222760709, 0.018212814995013142, 0.0)"
Forward Stepwise Regression,"('nacrite.spc Nacrite GDS88', 'mascagn1.spc Mascagnite GDS65.a (crs)', 'analcime.spc Analcime GDS1', 'gypsum1.spc Gypsum HS333.3B', 'alunite1.spc Alunite GDS84 Na03')","(0.2276549369955554, 0.04231404859648821, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'pinnoite.spc Pinnoite NMNH123943', 'analcime.spc Analcime GDS1', 'brucite.spc Brucite HS247.3B', 'kaosmec2.spc Kaolin/Smect KLF508 85%K', 'alunite1.spc Alunite GDS84 Na03', 'grossul1.spc Grossular HS113.3B-HCL')","(0.20406611791360396, 0.1169554884891339, 0.04573695012822271, 0.007065731829500376, 0.0, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155', 'hyperst6.spc Hypersthene PYX02.e 34um', 'lizardi1.spc Lizardite NMNHR4687.a 280', 'talc1.spc Talc GDS23 74-250um fr')","(0.38342220949698236, 0.10867962149322352, 0.037500310332778175, 0.008069763435641917, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'gypsum1.spc Gypsum HS333.3B', 'howlite.spc Howlite GDS155')","(0.34569253121767135, 0.07114404319514486, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'brucite.spc Brucite HS247.3B', 'howlite.spc Howlite GDS155', 'a-alunit.spc Ammonioalunite NMNH145596')","(0.4169368243679198, 0.057429299923460124, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'howlite.spc Howlite GDS155', 'datolit2.spc Datolite SU51399', 'carnall2.spc Carnallite HS430.3B')","(0.39163352968160076, 0.08809327102678807, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'datolit1.spc Datolite HS442.3B', 'natroli1.spc Natrolite HS169.3B')","(0.42163977642110145, 0.0, 0.0)"
Forward Stepwise Regression,"('niter.spc Niter GDS43 (K-Saltpeter)', 'alunite3.spc Alunite GDS82 Na82', 'dolomit2.spc Dolomite COD2005', 'gibbsit2.spc Gibbsite WS214', 'alunite1.spc Alunite GDS84 Na03', 'montmor4.spc Montmorillonite SCa-2.b', 'howlite.spc Howlite GDS155', 'beryl2.spc Beryl HS180.3B')","(0.14982217131647732, 0.14817692990617964, 0.07081096034526926, 0.03093342496594637, 0.0032992026447618613, 0.0018305046473322934, 0.0, 0.0)"
Forward Stepwise Regression,"('alunite3.spc Alunite GDS82 Na82', 'analcime.spc Analcime GDS1', 'pinnoite.spc Pinnoite NMNH123943')","(0.30396670773340895, 0.1104299209079667, 0.0)"
Forward Stepwise Regression,"('alunite1.spc Alunite GDS84 Na03', 'analcime.spc Analcime GDS1', 'alunite3.spc Alunite GDS82 Na82', 'dolomit1.spc Dolomite HS102.3B', 'howlite.spc Howlite GDS155', 'mizzoni1.spc Mizzonite NMNH113775-1', 'dickite2.spc Dickite NMNH46967')","(0.17989407834068863, 0.14020900596235555, 0.0838731500841141, 0.03276529235988792, 0.030538938237378497, 0.02662548232928955, 0.0)"
